"conference","year","doi","title","citationCount","download6weeks","download12months","downloadAll","keywords","pageNumber","authors"
"CHI","94","http://dx.doi.org/10.1145/191666.191673","Scandinavian design: users in product development","23 ","9","72","1,367","computer supported cooperative work; design; management; product development","7",""
"CHI","94","http://dx.doi.org/10.1145/191666.191676","Designing Workscape: an interdisciplinary experience","19 ","3","21","355","documentation; general; office automation","6",""
"CHI","94","http://dx.doi.org/10.1145/191666.191679","An improved interface for tutorial dialogues: browsing a visual dialogue history","3 ","3","14","242","dialogue history; information visualization; three-dimensional graphics and realism; user interfaces","7","Beno&#238;t Lemaire, University of Pittsburgh, Learning Research and Development Center, 3939 O'Hara Street, Pittsburgh, PA"
"CHI","94","http://dx.doi.org/10.1145/191666.191682","Using aggregation and dynamic queries for exploring large data sets","29 ","4","23","589","data exploration; graphics presentation; interaction techniques; large data sets; user interfaces","7","Jade Goldstein, School of Computer Science, Carnegie Mellon University, Pittsburgh, PA"
"CHI","94","http://dx.doi.org/10.1145/191666.191685","An image retrieval system considering subjective perception","3 ","2","12","331","documentation; graphical user interface; image expression model; spatial relationship; theory; visual language","7","Haruhiko Nishiyama, Department of Instrumentation Engineering, Faculty of Science and Technology, Keio University, 3-14-1 Hiyoshi, Kohoku-ku, Yokohama 223, JAPAN; Sumi Kin, Department of Instrumentation Engineering, Faculty of Science and Technology, Keio University, 3-14-1 Hiyoshi, Kohoku-ku, Yokohama 223, JAPAN; Teruo Yokoyama, Department of Instrumentation Engineering, Faculty of Science and Technology, Keio University, 3-14-1 Hiyoshi, Kohoku-ku, Yokohama 223, JAPAN"
"CHI","94","http://dx.doi.org/10.1145/191666.191688","Montage: providing teleproximity for distributed groups","41 ","2","24","468","awareness; documentation; human factors; remote collaboration; video","7",""
"CHI","94","http://dx.doi.org/10.1145/191666.191690","Courtyard: integrating shared overview on a large screen and per-user detail on individual screens","9 ","4","41","502","computer-supported cooperative work; group and organization interfaces; per-user detail; theory; user/machine systems","7","Masayuki Tani, Hitachi Research Laboratory, Hitachi, Ltd., 7-1-1 Omika-cho, Hitachi-shi, Ibaraki-ken, 319-12 Japan; Masato Horita, Hitachi Research Laboratory, Hitachi, Ltd., 7-1-1 Omika-cho, Hitachi-shi, Ibaraki-ken, 319-12 Japan; Kimiya Yamaashi, Hitachi Research Laboratory, Hitachi, Ltd., 7-1-1 Omika-cho, Hitachi-shi, Ibaraki-ken, 319-12 Japan; Koichiro Tanikoshi, Hitachi Research Laboratory, Hitachi, Ltd., 7-1-1 Omika-cho, Hitachi-shi, Ibaraki-ken, 319-12 Japan"
"CHI","94","http://dx.doi.org/10.1145/191666.191693","Distributed collaborative writing: a comparison of spoken and written modalities for reviewing and revising documents","11 ","4","27","592","annotations; collaborative writing; design; human factors; voice","7","Christine M. Neuwirth, Carnegie Mellon University, Pittsburgh, PA; Ravinder Chandhok, Carnegie Mellon University, Pittsburgh, PA; David Charney, Penn State University, University Park, PA; Patricia Wojahn, Carnegie Mellon University, Pittsburgh, PA"
"CHI","94","http://dx.doi.org/10.1145/191666.191697","Marquee: a tool for real-time video logging","40 ","4","36","545","documentation; multimedia; theory; user interfaces; video; video indexing","7","Karon Weher, Xerox Palo Alto Research Center, 3333 Coyote Hill Road, Palo Alto, CA"
"CHI","94","http://dx.doi.org/10.1145/191666.191700","A comparison of the use of text and multimedia interfaces to provide information to the elderly","7 ","3","39","1,589","aging; elderly users; human factors; interactive video; multimedia; theory; user interfaces","7",""
