"conference","year","doi","title","citationCount","download6weeks","download12months","downloadAll","keywords","pageNumber","authors"
"CHI","07","http://dx.doi.org/10.1145/1240624.1240626","A meta-analysis of the impact of the inclusion and realism of human-like faces on user experiences in interfaces","22 ","15","442","1,912","computer-mediated communication; embodied agents; meta-analysis; quantitative methods; user interfaces","10","Nick Yee, Stanford University, Stanford, CA; Jeremy N Bailenson, Stanford University, Stanford, CA"
"CHI","07","http://dx.doi.org/10.1145/1240624.1240627","Improving recognition and characterization in groupware with rich embodiments","7 ","8","387","988","avatars; embodiment; rich embodiment","10","Tadeusz Stach, University of Saskatchewan, Saskatoon, SK, Canada; Carl Gutwin, University of Saskatchewan, Saskatoon, SK, Canada; David Pinelle, University of Saskatchewan, Saskatoon, SK, Canada"
"CHI","07","http://dx.doi.org/10.1145/1240624.1240628","Coordinating joint activity in avatar-mediated interaction","9 ","8","130","1,067","avatar-mediated interaction; conversation analysis; human factors; synchronous interaction","10","Robert J. Moore, Palo Alto Research Center, Palo Alto, CA; E. Cabell Hankinson Gathman, University of Wisconsin-Madison, Madison, WI; Nicolas Ducheneaut, Palo Alto Research Center, Palo Alto, CA"































"CHI","07","http://dx.doi.org/10.1145/1240624.1240630","How it works: a field study of non-technical users interacting with an intelligent system","26 ","12","71","814","context-aware; field study; machine learning; miscellaneous; qualitative research","10","Joe Tullio, Motorola Labs, Schaumburg, IL; Anind K. Dey, Carnegie Mellon University, Pittsburgh, PA; Jason Chalecki, Carnegie Mellon University, Pittsburgh, PA"
"CHI","07","http://dx.doi.org/10.1145/1240624.1240631","Matching attentional draw with utility in interruption","14 ","22","95","874","annoyance; benefit; evaluation/methodology; human factors; interruption; utility","10","Jennifer Gluck, University of British Columbia, Vancouver, BC, Canada; Andrea Bunt, University of British Columbia, Vancouver, BC, Canada"
"CHI","07","http://dx.doi.org/10.1145/1240624.1240632","Biases in human estimation of interruptibility: effects and implications for practice","5 ","10","44","665","availability; computer mediated communication; design; human factors; measurement; ubiquitous computing; user/machine systems","11","Daniel Avrahami, Carnegie Mellon University, Pittsburgh, PA; James Fogarty, University of Washington, Seattle, WA"
"CHI","07","http://dx.doi.org/10.1145/1240624.1240634","Understanding videowork","41 ","8","64","933","editing; human factors; user research","10","David Kirk, University of Nottingham, Nottingham, UK; Abigail Sellen, Microsoft Research Cambridge, Cambridge, UK; Richard Harper, Microsoft Research Cambridge, Cambridge, UK"
"CHI","07","http://dx.doi.org/10.1145/1240624.1240635","Software or wetware?: discovering when and why people use digital prosthetic memory","22 ","7","82","896","auditory feedback; digital memory; experimentation; memory; prosthetic memory; speech browsing; user-centered design","10","Vaiva Kalnikait&#233;, The University of Sheffield, Sheffield, United Kingdom"
