"conference","year","doi","title","citationCount","download6weeks","download12months","downloadAll","keywords","pageNumber","authors"
"CHI","95","http://dx.doi.org/10.1145/223904.223905","Display navigation by an expert programmer: a preliminary model of memory","3 ","9","39","253","cognitive simulation; human factors; languages; theory and methods","8","Erik M. Altmann, Computer Science, Carnegie Mellon University; Jill H. Larkin, Psychology, Carnegie Mellon University"
"CHI","95","http://dx.doi.org/10.1145/223904.223906","Predictive engineering models using the EPIC architecture for a high-performance task","6 ","8","29","244","cognitive simulation; human factors; human information processing; theory and methods","8","David E. Kieras, Artificial Intelligence Laboratory, Electrical Engineering & Computer Science Department, University of Michigan, 1101 Beal Avenue, Ann Arbor, Michigan; Scott D. Wood, Artificial Intelligence Laboratory, Electrical Engineering & Computer Science Department, University of Michigan, 1101 Beal Avenue, Ann Arbor, Michigan"
"CHI","95","http://dx.doi.org/10.1145/223904.223907","Modeling time-constrained learning in a highly interactive task","5 ","7","24","201","cognitive simulation; games; human factors; performance","8","Malcolm I. Bauer, Department of Computer Science and HCI Institute, Carnegie Mellon University,  Pittsburgh, PA"
"CHI","95","http://dx.doi.org/10.1145/223904.223908","KidSim: end user programming of simulations","27 ","13","42","543","algorithms; design; human factors; languages","8","Allen Cypher, Advanced Technology Group, Apple Computer, Inc., Cupertino, CA"
"CHI","95","http://dx.doi.org/10.1145/223904.223909","Building geometry-based widgets by example","5 ","9","23","203","algorithms; human factors; interaction styles; user interfaces","8","Dan R. Olsen, Jr., Computer Science Department, Brigham Young University, Provo, UT; Brett Ahlstrom, Computer Science Department, Brigham Young University, Provo, UT"
"CHI","95","http://dx.doi.org/10.1145/223904.223910","Interactive sketching for the early stages of user interface design","149 ","40","382","3,061","design; human factors; languages","8","James A. Landay, Human-Computer Interaction Institute, School of Computer Science, Carnegie Mellon University, 5000 Forbes Ave., Pittsburgh, PA"
"CHI","95","http://dx.doi.org/10.1145/223904.223911","Information foraging in information access environments","80 ","39","242","2,101","algorithms; design; human factors; theory","8","Peter Pirolli, Xerox Palo Alto Research Center, 3333 Coyote Hill Road, Palo Alto, CA"
"CHI","95","http://dx.doi.org/10.1145/223904.223912","TileBars: visualization of term distribution information in full text information access","151 ","18","150","1,445","design; law; retrieval models","8",""
"CHI","95","http://dx.doi.org/10.1145/223904.223913","An organic user interface for searching citation links","41 ","11","60","897","algorithms; interaction styles; query processing","7","Jock D. Mackinlay, Xerox Palo Alto Research Center, 3333 Coyote Hill Rd, Palo Alto, CA; Ramana Rao, Xerox Palo Alto Research Center, 3333 Coyote Hill Rd, Palo Alto, CA"
"CHI","95","http://dx.doi.org/10.1145/223904.223914","End-user training: an empirical study comparing on-line practice methods","2 ","8","27","419","experimentation; human factors; management; training","8","Susan Wiedenbeck, Computer Science and Engineering Department, University of Nebraska, Lincoln, NE; Patti L. Zila, Computer Science and Engineering Department, University of Nebraska, Lincoln, NE"
"CHI","95","http://dx.doi.org/10.1145/223904.223915","A comparison of still, animated, or nonillustrated on-line help with written or spoken instructions in a graphical user interface","21 ","11","48","675","algorithms; human factors; interaction styles; performance","8",""
"CHI","95","http://dx.doi.org/10.1145/223904.223916","Dynamic generation of follow up question menus: facilitating interactive natural language dialogues","6 ","8","24","150","algorithms; human factors; medical information systems; theory and methods","8","Vibhu O. Mittal, Department of Computer Science &, Learning Research & Development Center, University of Pittsburgh, Pittsburgh, PA"
"CHI","95","http://dx.doi.org/10.1145/223904.223917","A generic platform for addressing the multimodal challenge","65 ","14","47","627","algorithms; human factors; natural language interfaces; user interface management systems","8","Laurence Nigay, Laboratoire de G&#233;nie Informatique (LGI-IMAG), BP 53, 38041 Grenoble Cedex 9, France"
"CHI","95","http://dx.doi.org/10.1145/223904.223918","Developing dual user interfaces for integrating blind and sighted users: the HOMER UIMS","22 ","11","44","556","algorithms; human factors; interaction styles; theory and methods","8","Anthony Savidis, Institute of Computer Science, Foundation for Research and Technology-Hellas (FORTH), Science and Technology Park of Crete, P.O. Box 1385, GR 711 10, Heraklion, Crete, Greece"
"CHI","95","http://dx.doi.org/10.1145/223904.223919","Improving GUI accessibility for people with low vision","11 ","11","62","775","design; human factors; x-window","8","Richard L. Kline, Computer Science Department, Rensselaer Polytechnic Institute, Troy, NY"
"CHI","95","http://dx.doi.org/10.1145/223904.223920","Collaborative tools and the practicalities of professional work at the international monetary fund","21 ","11","34","404","asynchronous interaction; documentation; human factors","8",""
"CHI","95","http://dx.doi.org/10.1145/223904.223921","Telephone operators as knowledge workers: consultants who meet customer needs","12 ","8","32","462","codes of good practice; evaluation/methodology; human factors","8","Michael J. Muller, US WEST Technologies, 4001 Discovery Drive, Boulder, CO; Rebecca Carr, US WEST Technologies, 4001 Discovery Drive, Boulder, CO; Catherine Ashworth, US WEST Technologies, 4001 Discovery Drive, Boulder, CO"
"CHI","95","http://dx.doi.org/10.1145/223904.223922","Ethics, lies and videotape&hellip;","28 ","20","99","1,630","codes of good practice; human factors; theory","8",""
"CHI","95","http://dx.doi.org/10.1145/223904.223923","Multidisciplinary modelling in HCI design&hellip;in theory and in practice","11 ","10","63","1,216","cognitive simulation; human factors; interaction styles; theory and methods","8","Victoria Bellotti, Apple Computer Inc., One Infinite Loop, MS: 301-4A, Cupertino, CA and Rank Xerox Research Centre (formerly EuroPARC), 61 Regent Street, Cambridge, CB2 1AB, UK; Simon Buckingham Shum, Human-Computer Interaction Group, Dept. Psychology, University of York, York, YO1 5DD, UK"
"CHI","95","http://dx.doi.org/10.1145/223904.223924","Design space analysis as &ldquo;training wheels&rdquo; in a framework for learning user interface design","2 ","9","27","360","computer-assisted instruction; human factors; theory and methods","8","J. W. van Aalst, Delft University of Technology, Department of Technical Mathematics and Informatics, Delft, the Netherlands; T. T. Carey, Department of Computing and Information Science, University of Guelph, Guelph, Ontario, Canada N1G 2W1"
"CHI","95","http://dx.doi.org/10.1145/223904.223925","Practical education for improving software usability","12 ","14","47","548","design; human factors; theory and methods; training, help, and documentation","8","John Karat, IBM T. J. Watson Research Center, 30 Saw Mill River Road, Hawthorne, NY"
"CHI","95","http://dx.doi.org/10.1145/223904.223926","Evolution of a reactive environment","16 ","8","39","442","algorithms; design; human factors; synchronous interaction","8","Jeremy R. Cooperstock, Dept. of Electrical & Computer Engineering, University of Toronto, Toronto, Ontario M5S 1A4; Koichiro Tanikoshi, Computer Systems Research Institute, University of Toronto, Toronto, Ontario M5S 1A4 and Hitachi Research Laboratory, Hitachi Ltd., Japan; Garry Beirne, Computer Systems Research Institute, University of Toronto, Toronto, Ontario M5S 1A4; Tracy Narine, Computer Systems Research Institute, University of Toronto, Toronto, Ontario M5S 1A4"
"CHI","95","http://dx.doi.org/10.1145/223904.223927","The high-tech toolbelt: a study of designers in the workplace","3 ","8","24","211","design; human factors; interaction styles","8",""
"CHI","95","http://dx.doi.org/10.1145/223904.223928","Time affordances: the time factor in diagnostic usability heuristics","6 ","10","47","444","design; human factors; performance","8",""
