"conference","year","doi","title","citationCount","download6weeks","download12months","downloadAll","keywords","pageNumber","authors"
"CHI","09","http://dx.doi.org/10.1145/1518701.1518703","Correlating low-level image statistics with users - rapid aesthetic and affective judgments of web pages","5 ","20","95","1,131","aesthetic judgments; design; human factors; low-level features; screen design","10","Xianjun Sam Zheng, Siemens Corporate Research, Princeton, NJ, USA; Ishani Chakraborty, Siemens Corporate Research and Rutgers University, Princeton, NJ, USA; James Jeng-Weei Lin, Siemens Corporate Research, Princeton, NJ, USA"
"CHI","09","http://dx.doi.org/10.1145/1518701.1518704","Exploring the analytical processes of intelligence analysts","5 ","30","116","906","artifact analysis; homeland security; intelligence analysis; national security; participatory design; work-oriented design","10","George Chin, Jr., Pacific Northwest National Laboratory, Richland, WA, USA; Olga A. Kuchar, Pacific Northwest National Laboratory, Richland, WA, USA"
"CHI","09","http://dx.doi.org/10.1145/1518701.1518705","What do you see when you're surfing?: using eye tracking to predict salient regions of web pages","18 ","33","407","1,734","experimentation; human factors; miscellaneous","10","Georg Buscher, DFKI, Kaiserslautern, Germany; Edward Cutrell, Microsoft Research, Redmond, WA, USA"
"CHI","09","http://dx.doi.org/10.1145/1518701.1518707","Designing digital games for rural children: a study of traditional village games in India","14 ","13","279","1,271","developing world; games; miscellaneous","10","Matthew Kam, Carnegie Mellon University, Pittsburgh, PA, USA; Akhil Mathur, Dhirubhai Ambani Institute of Information and Communication Technology, Gandhinagar, India; Anuj Kumar, Dhirubhai Ambani Institute of Information and Communication Technology, Gandhinagar, India"
"CHI","09","http://dx.doi.org/10.1145/1518701.1518708","Non-universal usability?: a survey of how usability is understood by Chinese and Danish users","4 ","18","380","1,456","culture; miscellaneous; usability","10","Olaf Frandsen-Thorlacius, University of Copenhagen, Copenhagen, Denmark; Kasper Hornb&#230;k, University of Copenhagen, Copenhagen, Denmark; Morten Hertzum, Roskilde University, Roskilde, Denmark"
"CHI","09","http://dx.doi.org/10.1145/1518701.1518709","A comparative study of speech and dialed input voice interfaces in rural India","15 ","10","325","835","dtmf; experimentation; human factors; india; rural development; speech interface; voice user interface","4","Neil Patel, Stanford University, Palo Alto, CA, USA; Sheetal Agarwal, IBM India Research Laboratory, New Delhi, India; Nitendra Rajput, IBM India Research Laboratory, New Delhi, India; Amit Nanavati, IBM India Research Laboratory, New Delhi, India"
"CHI","09","http://dx.doi.org/10.1145/1518701.1518710","Sacred imagery in techno-spiritual design","4 ","11","139","676","design; hci; mobile computing","4","Susan P. Wyche, Georgia Institute of Technology, Atlanta, GA, USA; Kelly E. Caine, Georgia Institute of Technology, Atlanta, GA, USA; Benjamin K. Davison, Georgia Institute of Technology, Atlanta, GA, USA; Shwetak N. Patel, University of Washington, Seattle, WA, USA; Michael Arteaga, Georgia Institute of Technology, Atlanta, GA, USA"
"CHI","09","http://dx.doi.org/10.1145/1518701.1518712","Expert recommender systems in practice: evaluating semi-automatic profile generation","7 ","17","119","786","design; human factors; performance; sociology","10","Tim Reichling, University of Siegen, 57068 Siegen, Germany"
"CHI","09","http://dx.doi.org/10.1145/1518701.1518713","Making sense of strangers' expertise from signals in digital artifacts","10 ","12","82","741","computer-supported cooperative work; experimentation; signaling; social software; theory and models","10","N. Sadat Shami, IBM TJ Watson Research Center, Cambridge, MA, USA; Kate Ehrlich, IBM TJ Watson Research Center, Cambridge, MA, USA; Geri Gay, Cornell University Information Science Program, Ithaca, NY, USA"
"CHI","09","http://dx.doi.org/10.1145/1518701.1518714","An exploration of social requirements for exercise group formation","3 ","9","56","530","collaboration; exercise; miscellaneous","4","Mike Wu, University of Toronto, Toronto, Canada; Abhishek Ranjan, University of Toronto, Toronto, Canada"
"CHI","09","http://dx.doi.org/10.1145/1518701.1518715","Team analytics: understanding teams in the global workplace","1 ","15","62","528","computer-supported cooperative work; directory; human factors; visualization","4","Jan H. Pieper, IBM Almaden Research Center, San Jose, CA, USA; Julia Grace, IBM Almaden Research Center, San Jose, CA, USA"
"CHI","09","http://dx.doi.org/10.1145/1518701.1518717","Getting inspired!: understanding how and why examples are used in creative design practice","17 ","54","169","1,138","case-based design; examples; human factors; product design; selection process; web design","10","Scarlett R. Herring, University of Ilinois, Urbana, IL, USA; Chia-Chen Chang, University of Illinois, Urbana, IL, USA; Jesse Krantzler, University of Illinois, Urbana, IL, USA"
"CHI","09","http://dx.doi.org/10.1145/1518701.1518718","Using improvisation to enhance the effectiveness of brainstorming","6 ","17","137","1,140","brainstorming; creativity support tools; design methods; improvisation; management","8",""
