"conference","year","doi","title","citationCount","download6weeks","download12months","downloadAll","keywords","pageNumber","authors"
"CHI","04","http://dx.doi.org/10.1145/985692.985693","Acquiring in situ training data for context-aware ubiquitous computing applications","14 ","13","59","1,864","computing; experience sampling; supervised learning; user interface design","8","Stephen S. Intille, Massachusetts Institute of Technology, Cambridge, MA; Ling Bao, Massachusetts Institute of Technology, Cambridge, MA; Emmanuel Munguia Tapia, Massachusetts Institute of Technology, Cambridge, MA"
"CHI","04","http://dx.doi.org/10.1145/985692.985694","Analysis of combinatorial user effect in international usability tests","18 ","13","70","2,314","binomial model; evaluator effect; human factors; measurement; user effect","8","Effie Lai-Chong Law, Eidgenossische Technische Hochschule Zurich, Zurich, Switzerland"
"CHI","04","http://dx.doi.org/10.1145/985692.985695","Animaatiokone: an installation for creating clay animation","2 ","11","51","885","clay animation; design; input devices and strategies","8","Perttu H&#228;m&#228;l&#228;inen, Helsinki University of Technology, HUT, Finland; Mikko Lindholm, University of Art and Design Helsinki, Helsinki, Finland; Ari Nyk&#228;nen, University of Art and Design Helsinki, Helsinki, Finland"
"CHI","04","http://dx.doi.org/10.1145/985692.985696","Breaking the book: translating the chemistry lab book into a pervasive computing lab environment","19 ","10","47","1,036","design methods; evaluation/methodology; prototyping","8","m. c. schraefel, University of Southampton, Southampton, UK; Gareth V. Hughes, University of Southampton, Southampton, UK; Hugo R. Mills, University of Southampton, Southampton, UK; Graham Smith, University of Southampton, Southampton, UK; Terry R. Payne, University of Southampton, Southampton, UK"
"CHI","04","http://dx.doi.org/10.1145/985692.985697","a CAPpella: programming by demonstration of context-aware applications","56 ","18","98","1,898","context-aware computing; end-user programming; human factors; prototyping; time series analysis","8","Anind K. Dey, Intel Research, Berkeley, Berkeley, CA; Raffay Hamid, Georgia Tech, Atlanta, GA; Chris Beckmann, UC-Berkeley, Berkeley, CA; Ian Li, University of Washington, Seattle, WA"
"CHI","04","http://dx.doi.org/10.1145/985692.985698","<i>Caretta</i>: a system for supporting face-to-face collaboration by integrating personal and shared spaces","36 ","19","101","2,090","artificial, augmented, and virtual realities; design; human factors; interaction styles; personal and shared spaces; sensing board","8","Masanori Sugimoto, University of Tokyo, Tokyo, Japan; Kazuhiro Hosoi, University of Tokyo, Tokyo, Japan"
"CHI","04","http://dx.doi.org/10.1145/985692.985699","Categorical imperative <i>NOT</i>: facial affect is perceived <i>continuously</i>","8 ","11","31","748","affect; avatars; evaluation/methodology; facial affect; naturalistic computing; video compression","8","Diane J. Schiano, Stanford University, Stanford, CA"
"CHI","04","http://dx.doi.org/10.1145/985692.985700","Cluster-based find and replace","0 ","10","29","662","clustering; error prevention; find & replace; human factors; prototyping; user-centered design","8","Robert C. Miller, MIT, Cambridge, MA"
"CHI","04","http://dx.doi.org/10.1145/985692.985701","Collision warning design to mitigate driver distraction","9 ","19","124","1,959","collision warning systems; distraction; general; notification systems; smart cars; user acceptance","8","John D. Lee, University of Iowa, Iowa City, IA; Joshua D. Hoffman, University of Iowa, Iowa City, IA"
"CHI","04","http://dx.doi.org/10.1145/985692.985702","Combining 2D and 3D views for orientation and relative position tasks","10 ","13","51","1,401","2d and 3d visualization; display algorithms; empirical study; experiment; orientation and relative position tasks","8","Melanie Tory, Simon Fraser University; Torsten Moller, Simon Fraser University; M. Stella Atkins, Simon Fraser University"
"CHI","04","http://dx.doi.org/10.1145/985692.985703","A comparison of consecutive and concurrent input text entry techniques for mobile phones","20 ","18","84","885","chording; experimentation; human factors; interaction styles; text input","8","Daniel Wigdor, University of Toronto"
"CHI","04","http://dx.doi.org/10.1145/985692.985704","A comparison of static, adaptive, and adaptable menus","59 ","28","198","2,583","adaptable interfaces; customization; evaluation/methodology; human factors; interaction techniques; performance","8","Leah Findlater, University of British Columbia, Vancouver, B.C., Canada"
"CHI","04","http://dx.doi.org/10.1145/985692.985705","Computational GOMS modeling of a complex team task: lessons learned","7 ","10","46","1,076","design; human factors; theory and methods","8","David E. Kieras, University of Michigan, Ann Arbor, MI"
"CHI","04","http://dx.doi.org/10.1145/985692.985706","Connecting time-oriented data and information to a coherent interactive visualization","21 ","35","180","1,880","design; human factors; medical application: intensive care units; temporal data modeling and abstraction; visualization","8","Ragnar Bade, University of Magdeburg, Magdeburg; Stefan Schlechtweg, University of Magdeburg, Magdeburg"
"CHI","04","http://dx.doi.org/10.1145/985692.985707","""Constant, constant, multi-tasking craziness"": managing multiple working spheres","113 ","28","208","2,479","attention management; human factors; information overload; personal information management","8","Victor M. Gonz&#225;lez, University of California, Irvine, Irvine, CA"
"CHI","04","http://dx.doi.org/10.1145/985692.985708","A constraint satisfaction approach to predicting skilled interactive cognition","5 ","9","32","700","tools for usability evaluation","8","Alonso Vera, NASA Ames Research Center, Moffett Field, CA; Andrew Howes, Cardiff University, Cardiff, UK; Michael McCurdy, NASA Ames Research Center, Moffett Field, CA"
