"conference","year","doi","title","citationCount","download6weeks","download12months","downloadAll","keywords","pageNumber","authors"
"CHI","06","http://dx.doi.org/10.1145/1124772.1124774","Faster document navigation with space-filling thumbnails","26 ","18","99","1,807","document navigation; thumbnails; zooming","10","Andy Cockburn, University of Canterbury, Christchurch, New Zealand; Carl Gutwin, University of Saskatchewan, Saskatoon SK, Canada"
"CHI","06","http://dx.doi.org/10.1145/1124772.1124775","An evaluation of pan & zoom and rubber sheet navigation with and without an overview","22 ","15","108","1,224","evaluation; guaranteed visibility; methodology and techniques; overview","10","Dmitry Nekrasovski, University of British Columbia, Vancouver, Canada; Adam Bodnar, University of British Columbia, Vancouver, Canada; Joanna McGrenere, University of British Columbia, Vancouver, Canada; Fran&#231;ois Guimbreti&#232;re, University of Maryland, College Park, MD"
"CHI","06","http://dx.doi.org/10.1145/1124772.1124776","OrthoZoom scroller: 1D multi-scale navigation","30 ","10","76","1,030","interaction technique; multi-scale navigation; scrolling task","10","Caroline Appert, Universit&#233; Paris-Sud, Orsay, France"
"CHI","06","http://dx.doi.org/10.1145/1124772.1124778","Time based patterns in mobile-internet surfing","6 ","8","51","894","hypertext/hypermedia; miscellaneous; navigation prediction; wap","4","Martin Halvey, University College Dublin; Mark T. Keane, University College Dublin"
"CHI","06","http://dx.doi.org/10.1145/1124772.1124779","Minimap: a web page visualization method for mobile phones","26 ","25","139","1,899","field study; minimap; narrow layout; usability","10","Virpi Roto, Nokia Research Center, Helsinki, Finland; Andrei Popescu, Nokia Research Center, Helsinki, Finland; Antti Koivisto, Nokia Corporation, Boston, MA"
"CHI","06","http://dx.doi.org/10.1145/1124772.1124780","An examination of the effects of a wearable display on informal face-to-face communication","4 ","14","81","1,078","attention; displays; information; user interfaces; wearables","10",""
"CHI","06","http://dx.doi.org/10.1145/1124772.1124782","Peekaboom: a game for locating objects in images","91 ","18","149","1,477","computer vision; group and organization interfaces; object recognition; web-based games","10","Luis von Ahn, Carnegie Mellon University, Pittsburgh, PA; Ruoran Liu, Carnegie Mellon University, Pittsburgh, PA"
"CHI","06","http://dx.doi.org/10.1145/1124772.1124783","Representation of interwoven surfaces in 2 1/2 D drawing","2 ","7","45","527","braids; constraint propagation; graphics utilities; layers; surfaces","10","Keith Wiley, University of New Mexico, Albuquerque, NM"
"CHI","06","http://dx.doi.org/10.1145/1124772.1124784","Verbosity: a game for collecting common-sense facts","50 ","15","100","984","common-sense reasoning; group and organization interfaces; web-based games","4","Luis von Ahn, Carnegie Mellon University, Pittsburgh, PA; Mihir Kedia, Carnegie Mellon University, Pittsburgh, PA"
"CHI","06","http://dx.doi.org/10.1145/1124772.1124785","Improving accessibility of the web with a computer game","30 ","12","119","1,193","accessibility; group and organization interfaces","4","Luis von Ahn, Carnegie Mellon University, Pittsburgh, PA; Shiry Ginosar, Carnegie Mellon University, Pittsburgh, PA; Mihir Kedia, Carnegie Mellon University, Pittsburgh, PA; Ruoran Liu, Carnegie Mellon University, Pittsburgh, PA"
"CHI","06","http://dx.doi.org/10.1145/1124772.1124787","Evaluating interfaces for privacy policy rule authoring","15 ","9","58","1,157","design process; privacy; public policy issues; user interfaces","10","Clare-Marie Karat, IBM T.J. Watson Research Center; John Karat, IBM T.J. Watson Research Center; Carolyn Brodie, IBM T.J. Watson Research Center"
"CHI","06","http://dx.doi.org/10.1145/1124772.1124788","Putting people in their place: an anonymous and privacy-sensitive approach to collecting sensed data in location-based applications","18 ","10","76","1,124","anonymity; location-based computing; user interfaces","10","Karen P. Tang, Carnegie Mellon University, Pittsburgh, PA; Pedram Keyani, Carnegie Mellon University, Pittsburgh, PA; James Fogarty, Carnegie Mellon University, Pittsburgh, PA"
"CHI","06","http://dx.doi.org/10.1145/1124772.1124789","Advancing ambiguity","16 ","17","79","926","ambiguity; communications applications; face saving; interpretation","4","Kirsten Boehner, Cornell University, Ithaca, NY"
"CHI","06","http://dx.doi.org/10.1145/1124772.1124790","Girls, technology and privacy: ""is my mother listening?""","9 ","13","54","1,176","blogs; mobility; privacy","4",""
"CHI","06","http://dx.doi.org/10.1145/1124772.1124792","Dogear: Social bookmarking in the enterprise","93 ","24","145","3,283","folksonomies; social bookmarking; tags","10","David R. Millen, IBM Research, Cambridge; Jonathan Feinberg, IBM Research, Cambridge"
"CHI","06","http://dx.doi.org/10.1145/1124772.1124793","Increasing user decision accuracy using suggestions","12 ","8","39","757","consumer decision support; recommender systems; user interfaces","10","Pearl Pu, Human Computer Interaction Group(HCI) - EPFL, Lausanne, Switzerland; Paolo Viappiani, Artificial Intelligence Laboratory (LIA) -EPFL, Lausanne, Switzerland"
"CHI","06","http://dx.doi.org/10.1145/1124772.1124794","Co-authoring with structured annotations","5 ","9","57","781","collaborative authoring; miscellaneous; usability study","10","Qixing Zheng, University of British Columbia, Vancouver, Canada; Kellogg Booth, University of British Columbia, Vancouver, Canada"
"CHI","06","http://dx.doi.org/10.1145/1124772.1124796","""LINC-ing"" the family: the participatory design of an inkable family calendar","26 ","19","79","1,042","awareness; coordination; group and organization interfaces","10","Carman Neustaedter, University of Calgary, Calgary, AB, Canada"
"CHI","06","http://dx.doi.org/10.1145/1124772.1124797","Participatory design with proxies: developing a desktop-PDA system to support people with aphasia","23 ","12","70","876","aphasia; multi-modal interfaces; social issues","10","Jordan L. Boyd-Graber, Princeton University, Princeton, NJ; Sonya S. Nikolova, Princeton University, Princeton, NJ; Karyn A. Moffatt, University of British Columbia, Vancouver, BC, Canada; Kenrick C. Kin, Princeton University, Princeton, NJ; Joshua Y. Lee, Princeton University, Princeton, NJ; Lester W. Mackey, Princeton University, Princeton, NJ; Marilyn M. Tremaine, Rutgers University, Piscataway, NJ"
"CHI","06","http://dx.doi.org/10.1145/1124772.1124798","Participatory design in emergency medical service: designing for future practice","14 ","16","93","1,333","emergency response; group and organization interfaces; medical response; multimedia information systems; technology design; victim as boundary object","10","Margit Kristensen, University of Aarhus, Aarhus, Denmark; Morten Kyng, University of Aarhus, Aarhus, Denmark"
"CHI","06","http://dx.doi.org/10.1145/1124772.1124800","A role for haptics in mobile interaction: initial design using a handheld tactile display prototype","59 ","63","344","2,893","design process; handheld interaction; lateral skin stretch; multimodal; user interfaces","10","Joseph Luk, University of British Columbia, Vancouver, Canada; Jerome Pasquero, McGill University, Montreal, Canada; Shannon Little, University of British Columbia, Vancouver, Canada; Karon MacLean, University of British Columbia, Vancouver, Canada; Vincent Levesque, McGill University, Montreal, Canada"
"CHI","06","http://dx.doi.org/10.1145/1124772.1124801","The springboard: multiple modes in one spring-loaded control","15 ","9","65","850","command selection; marking menus; pen; tablet","10","Ken Hinckley, Microsoft Research, Redmond, WA; Francois Guimbretiere, University of Maryland, College Park, MD; Patrick Baudisch, Microsoft Research, Redmond, WA; Raman Sarin, Microsoft Research, Redmond, WA; Maneesh Agrawala, Microsoft Research, Redmond, WA"
"CHI","06","http://dx.doi.org/10.1145/1124772.1124802","The GlobeFish and the GlobeMouse: two new six degree of freedom input devices for graphics applications","11 ","7","57","1,036","human factors; interaction techniques; user interfaces","9",""
"CHI","06","http://dx.doi.org/10.1145/1124772.1124804","Making action visible in time-critical work","21 ","10","61","1,032","collaborative work; ethnography; miscellaneous","10",""
