"conference","year","doi","title","citationCount","download6weeks","download12months","downloadAll","keywords","pageNumber","authors"

"CHI","90","http://dx.doi.org/10.1145/97243.97245","A gaze-responsive self-disclosing display","42 ","4","41","738","human factors; user/machine systems","8",""
"CHI","90","http://dx.doi.org/10.1145/97243.97246","What you look at is what you get: eye movement-based interaction techniques","78 ","23","132","1,541","human factors; user/machine systems","8",""
"CHI","90","http://dx.doi.org/10.1145/97243.97247","Measuring the true cost of command selection: techniques and results","15 ","10","38","456","human factors; interaction techniques; performance; user/machine systems","8","R. F. Dillon, Department of Psychology, Carleton University, Ottawa, Canada K1S 5B6; Jeff D. Edey, Department of Psychology, Carleton University, Ottawa, Canada K1S 5B6"
"CHI","90","http://dx.doi.org/10.1145/97243.97248","Automatic, look-and-feel independent dialog creation for graphical user interfaces","30 ","9","35","400","algorithms; human factors; user/machine systems","8","Brad Vander Zanden, School of Computer Science, Carnegie Mellon University, Pittsburgh, PA"
"CHI","90","http://dx.doi.org/10.1145/97243.97249","Surface interaction: a paradigm and model for separating application and interface","4 ","5","32","414","design; interaction techniques; user/machine systems","8",""
"CHI","90","http://dx.doi.org/10.1145/97243.97250","Using constraints to achieve stability in automatic graph layout algorithms","21 ","10","29","613","algorithms; human factors; routing and layout","9","Karl-Friedrich B&#246;hringer, Dept. of Computer Science, 4107 Upson Hall, Cornell University, Ithaca, NY"
"CHI","90","http://dx.doi.org/10.1145/97243.97251","A snapshot of natural language interfaces (panel)","0 ","5","14","169","human factors; natural language interfaces","3",""
"CHI","90","http://dx.doi.org/10.1145/97243.97252","Propositional production systems for dialog description","11 ","6","24","272","algorithms; human factors; user/machine systems","8",""
"CHI","90","http://dx.doi.org/10.1145/97243.97253","Adaptive semantic snaping&mdash;a technique for semantic feedback at the lexical level","13 ","5","24","260","design; user interfaces","6",""
"CHI","90","http://dx.doi.org/10.1145/97243.97254","Help by guided tasks: utilizing UIMS knowledge","7 ","5","15","179","design; interaction techniques","8",""
"CHI","90","http://dx.doi.org/10.1145/97243.97255","Human-computer interaction research at the University of Illinois (lab review)","0 ","4","16","303","human factors; user/machine systems","2","Arthur F. Kramer, University of Illinois, Champaign, Illinois"
