"conference","year","doi","title","citationCount","download6weeks","download12months","downloadAll","keywords","pageNumber","authors"
"CHI","89","http://dx.doi.org/10.1145/67449.67451","Generalization, consistency, and control","2 ","3","17","610","design; human factors; systems analysis and design","5","C. Lewis, Univ. of Colorado, Boulder, CO; D. C. Hair, Univ. of Colorado, Boulder, CO"
"CHI","89","http://dx.doi.org/10.1145/67449.67452","Artifact as theory-nexus: hermeneutics meets theory-based design","35 ","7","43","1,062","computer-assisted instruction; human factors; management; theory","8","J. M. Carroll, IBM Watson Research Center, Yorktown Heights, NY"
"CHI","89","http://dx.doi.org/10.1145/67449.67453","Programmable user models for predictive evaluation of interface designs","34 ","9","41","706","applications; human factors; languages; systems analysis and design","5","R. M. Young, MRC Applied Psychology Unit, Cambridge, UK; T. R. G. Green, MRC Applied Psychology Unit, Cambridge, UK"
"CHI","89","http://dx.doi.org/10.1145/67449.67454","Experience with contextual field research","1 ","3","10","283","experimentation; human factors; systems analysis and design","4","M. Good, Digital Equipment Corporation, Nashua, NH; R. Campbell, IBM"
"CHI","89","http://dx.doi.org/10.1145/67449.67455","Color in user interface design: functionally and aesthetics","2 ","11","48","1,916","computer selection; human factors; interaction techniques","3","A. Marcus, Univ. of Waterloo, Ontario, Canada"
"CHI","89","http://dx.doi.org/10.1145/67449.67456","LIZA: an extensible groupware toolkit","24 ","7","14","274","design; human factors; management; user interfaces","7",""
"CHI","89","http://dx.doi.org/10.1145/67449.67457","Collaboration in KMS, a shared hypermedia system","7 ","4","13","347","data models; human factors; interaction techniques","6",""
"CHI","89","http://dx.doi.org/10.1145/67449.67458","The effects of bargaining orientation and communication medium on negotiations in the bilateral monopoly task: a comparison of decision room and computer conferencing communication media","3 ","4","16","419","computer conferencing, teleconferencing, and videoconferencing; human factors; theory","6",""
"CHI","89","http://dx.doi.org/10.1145/67449.67459","University of Colorado at Boulder, Institute of cognitive science","0 ","3","9","76","computer science education; experimentation; human factors; management","2","G. Fischer, Univ. of Colorado, Boulder"
"CHI","89","http://dx.doi.org/10.1145/67449.67460","What is EuroParc?","0 ","3","14","171","experimentation; human factors; management","2",""
"CHI","89","http://dx.doi.org/10.1145/67449.67461","NYNEX intelligent systems group","0 ","4","10","122","computer-assisted instruction; documentation; human factors","2",""
"CHI","89","http://dx.doi.org/10.1145/67449.67462","NASA Johnson Space Center, Human-Computer Interaction","0 ","4","15","247","aerospace; documentation; human factors; interaction techniques; systems analysis and design","2","M. Rudisill, NASA Johnson Space Center, Houston, TX"
"CHI","89","http://dx.doi.org/10.1145/67449.67463","Inducing programs in a direct-manipulation environment","18 ","4","10","204","design; human factors; interaction techniques; theory","6","D. L. Maulsby, Univ. of Calgary, Calgary, Canada"
"CHI","89","http://dx.doi.org/10.1145/67449.67464","A system for example-based programming","12 ","5","19","188","design; human factors; management; program editors; software development","6",""
"CHI","89","http://dx.doi.org/10.1145/67449.67465","Some strategies of reuse in an object-oriented programming environment","29 ","9","29","459","design; human factors; methodologies","5","B. M. Lange, Univ. of Illinois, Chicago"
"CHI","89","http://dx.doi.org/10.1145/67449.67466","A spreadsheet interface for logic programming","20 ","5","17","411","application packages; human factors; interaction techniques; languages; prolog","6",""
"CHI","89","http://dx.doi.org/10.1145/67449.67467","On-line tutorials: What kind of inference leads to the most effective learning?","2 ","4","20","295","computer-assisted instruction; documentation; human factors; training","3","J. B. Black, Columbia Univ., New York, NY; J. S. Bechtold, Columbia Univ., New York, NY; M. Mitrani, Columbia Univ., New York, NY"
"CHI","89","http://dx.doi.org/10.1145/67449.67468","How some advice fails","5 ","4","11","150","design; human factors; management; training","6",""
"CHI","89","http://dx.doi.org/10.1145/67449.67469","Responding to :20HUH?&rdquo;: answering vaguely articulated follow-up questions","8 ","3","7","159","computer-assisted instruction; human factors","6",""
"CHI","89","http://dx.doi.org/10.1145/67449.67470","Protecting user interfaces through copyright: the debate","2 ","7","15","373","copyrights; human factors; lotus 1-2-3; user interfaces","8",""
"CHI","89","http://dx.doi.org/10.1145/67449.67471","Drama and personality in user interface design","4 ","3","27","415","design; human factors; systems analysis and design","4","S. J. Mountford, Apple:2E Company, Cupertino, CA"
"CHI","89","http://dx.doi.org/10.1145/67449.67472","Cumulating the science of HCI: from s-R compatibility to transcription typing","11 ","6","34","397","algorithms; human factors; human information processing; theory","6","B. E. John, Carnegie Mellon Univ., Pittsburgh, PA"
"CHI","89","http://dx.doi.org/10.1145/67449.67473","Learning and transfer of measurement tasks","5 ","4","9","123","design; human factors; theory","6","A. Y. Lee, Univ. of Colorado, Boulder, CO; P. G. Polson, Univ. of Colorado, Boulder, CO"
"CHI","89","http://dx.doi.org/10.1145/67449.67474","Skilled financial planning: the cost of translating ideas into action","19 ","4","18","405","application packages; financial; human factors; performance","6","F. J. Lerch, Carnegie Mellon Univ., Pittsburgh, PA; M. M. Mantei, Univ. of Toronto"
"CHI","89","http://dx.doi.org/10.1145/67449.67475","A case study of user interface management system development and application","2 ","4","11","331","design; human factors; user interfaces","6",""
"CHI","89","http://dx.doi.org/10.1145/67449.67476","A high-level user interface management system","20 ","4","10","262","design; human factors","6","G. Singh, National Univ. of Singapore, Kent Ridge"
"CHI","89","http://dx.doi.org/10.1145/67449.67477","Graphical specification of user interfaces with behavior abstraction","3 ","5","16","344","design; human factors; user interfaces","6","J. F. DeSoi, Texas A&M Univ., College Station; W. M. Lively, Texas A&M UNiv., College Station"
"CHI","89","http://dx.doi.org/10.1145/67449.67478","Center for coordination science, MIT","0 ","4","10","163","human factors; organizational impacts","2",""
"CHI","89","http://dx.doi.org/10.1145/67449.67479","CHI research at MCC","0 ","3","11","161","design; human factors; methodologies","3","J. Hollan, Microelectronics and Computer Technology Corporation"
"CHI","89","http://dx.doi.org/10.1145/67449.67480","Cognitive science and machine intelligence laboratory, University of Michigan","0 ","5","17","188","human factors; management; theory","2",""
