"conference","year","doi","title","citationCount","download6weeks","download12months","downloadAll","keywords","pageNumber","authors"
"CHI","02","http://dx.doi.org/10.1145/503376.503378","Where do web sites come from?: capturing and interacting with design history","34","20","112","771","activity capture; cscw; design rationale; human factors; performance; tangible ui; user interfaces; world wide web","8","Scott R. Klemmer, University of California, Berkeley, CA; Michael Thomsen, University of Aarhus, Aarhus N, Denmark; Ethan Phelps-Goodman, University of California, Berkeley, CA; Robert Lee, University of California, Berkeley, CA"
"CHI","02","http://dx.doi.org/10.1145/503376.503379","The augurscope: a mixed reality interface for outdoors","31 ","9","71","1,064","augmented reality; measurement; mobile and wireless applications; performance; user interfaces; virtual reality","8","Holger Schn&#228;delbach, The University of Nottingham, Nottingham, UK; Boriana Koleva, The University of Nottingham, Nottingham, UK; Martin Flintham, The University of Nottingham, Nottingham, UK; Mike Fraser, The University of Nottingham, Nottingham, UK; Shahram Izadi, The University of Nottingham, Nottingham, UK; Paul Chandler, The University of Nottingham, Nottingham, UK; Malcolm Foster, The University of Nottingham, Nottingham, UK; Steve Benford, The University of Nottingham, Nottingham, UK; Chris Greenhalgh, The University of Nottingham, Nottingham, UK"
"CHI","02","http://dx.doi.org/10.1145/503376.503381","Movement model, hits distribution and learning in virtual keyboarding","21 ","11","102","1,415","design; fitts' law; human factors; learning; mobile computing; performance; soft keyboard; text input; user interfaces; virtual keyboard","8","Shumin Zhai, IBM Almaden Research Center, San Jose, CA; Alison Sue, IBM Almaden Research Center, San Jose, CA"
"CHI","02","http://dx.doi.org/10.1145/503376.503382","Comparison of two touchpad-based methods for numeric entry","8 ","11","73","974","clock metaphor; human factors; mobile devices; stylus overhead; virtual device interfaces","8","Poika Isokoski, University of Tampere, Finland"
"CHI","02","http://dx.doi.org/10.1145/503376.503383","Interacting at a distance: measuring the performance of laser pointers and other devices","75 ","23","143","1,788","design; human factors; interaction techniques; laser pointers; pebbles; remote interaction; theory; virtual device interfaces","8","Brad A. Myers, Carnegie Mellon University, Pittsburgh, PA; Rishi Bhatnagar, Carnegie Mellon University, Pittsburgh, PA; Jeffrey Nichols, Carnegie Mellon University, Pittsburgh, PA; Choon Hong Peck, Carnegie Mellon University, Pittsburgh, PA; Dave Kong, Carnegie Mellon University, Pittsburgh, PA; Robert Miller, Carnegie Mellon University, Pittsburgh, PA"
"CHI","02","http://dx.doi.org/10.1145/503376.503385","Messages embedded in gaze of interface agents --- impression management with agent's gaze","27 ","12","78","866","computer-supported collaborative work; gaze communication; impression management; measurement; social control; theory","8","Atsushi Fukayama, NTT Corporation, Kanagawa, Japan; Takehiko Ohno, NTT Corporation, Kanagawa, Japan; Naoki Mukawa, NTT Corporation, Kanagawa, Japan; Minako Sawaki, NTT Corporation, Kanagawa, Japan"
"CHI","02","http://dx.doi.org/10.1145/503376.503386","Leveraging the asymmetric sensitivity of eye contact for videoconference","24 ","12","81","440","computer conferencing, teleconferencing, and videoconferencing; gaze perception; human factors; measurement; theory","8",""
"CHI","02","http://dx.doi.org/10.1145/503376.503388","Acquisition of expanding targets","71 ","14","81","1,388","design; expanding targets; human factors; interaction modeling; performance; theory","8","Michael McGuffin, University of Toronto, Toronto, Ontario"
"CHI","02","http://dx.doi.org/10.1145/503376.503389","Quantitative analysis of scrolling techniques","42 ","16","85","1,631","c:d gain; document navigation; fitts' law; interaction techniques; performance; theory","8","Ken Hinckley, Microsoft Research, Redmond, WA; Edward Cutrell, Microsoft Research, Redmond, WA; Steve Bathiche, Microsoft Research, Redmond, WA"
"CHI","02","http://dx.doi.org/10.1145/503376.503390","More than dotting the i's --- foundations for crossing-based interfaces","97 ","17","104","1,563","continuous; fitts' law; goal passing; graphical user interfaces; input; interaction techniques; measurement; pointing; widgets","8","Johnny Accot, IBM Almaden Research Center, San Jose CA"
