"conference","year","doi","title","citationCount","download6weeks","download12months","downloadAll","keywords","pageNumber","authors"
"CHI","86","http://dx.doi.org/10.1145/22627.22340","The information lens: an intelligent system for information sharing in organizations","31","7","53","847","data sharing; electronic mail; human factors; theory","8","T. W. Malone, Massachusetts Institute of Technology; K. R. Grant, Massachusetts Institute of Technology"
"CHI","86","http://dx.doi.org/10.1145/22627.22341","Graphic interfaces for knowledge-based system development","2","6","13","252","design; human factors; representations","7","S. E. Poltrock, Microelectronics and Computer Technology Corporation, 9430 Research Boulevard, Austin, Texas; D. D. Steiner, Microelectronics and Computer Technology Corporation, 9430 Research Boulevard, Austin, Texas"
"CHI","86","http://dx.doi.org/10.1145/22627.22342","Generalized fisheye views","566","29","256","3,515","design; human factors; theory","8",""
"CHI","86","http://dx.doi.org/10.1145/22627.22343","User modeling in UC, the UNIX consultant","15","3","13","116","design; human factors","5",""
"CHI","86","http://dx.doi.org/10.1145/22627.22344","TNT: a talking tutor 'n' trainer for teaching use of interactive computer systems","8","6","14","242","computer-assisted instruction; human factors","6","L. H. Nakatani, AT&T Bell Laboratories, Murray Hill, New Jersey; D. E. Egan, AT&T Bell Laboratories, Murray Hill, New Jersey; L. W. Ruedisueli, AT&T Bell Laboratories, Murray Hill, New Jersey; P. M. Hawley, AT&T Bell Laboratories, Murray Hill, New Jersey"
"CHI","86","http://dx.doi.org/10.1145/22627.22345","Advising roles of a computer consultant","7","7","16","189","human factors; management","6","J. McKendree, Department of Psychology, Carnegie-Mellon University, Pittsburgh, PA"
"CHI","86","http://dx.doi.org/10.1145/22627.22346","The computer as musical accompanist","0","4","14","284","human factors; music","3","W. Buxton, Computer Systems Research Institute, University of Toronto, Toronto, Ontario, Canada M5S 1A4"
"CHI","86","http://dx.doi.org/10.1145/22627.22347","The enhancement of understanding through visual representations","19","n/a","n/a","n/a","design; human factors; methodologies","7",""
"CHI","86","http://dx.doi.org/10.1145/22627.22348","Design principles for the enhanced presentation of computer program source text","14","8","26","471","design; documentation; management","8","R. Baecker, Dynamic Graphics Project, Computer Systems Research Institute and Department of Computer Science, University of Toronto, Toronto, Ontario M5S 1A4 Canada"
"CHI","86","http://dx.doi.org/10.1145/22627.22349","Visual programming, programming by example, and program visualization: a taxonomy","61","17","105","1,719","debugging aids; documentation; human factors; languages","8",""
"CHI","86","http://dx.doi.org/10.1145/22627.22350","Transfer between word processing systems","5","5","11","191","human factors; management; word processing","5","J. Karat, User Interface Architecture, IBM Austin; L. Boyes, User Interface Architecture, IBM Austin; S. Weisgerber, User Interface Architecture, IBM Austin"
"CHI","86","http://dx.doi.org/10.1145/22627.22351","Learning and transfer for text and graphics editing with a direct manipulation interface","4","3","12","220","design; human factors; interaction techniques","6","J. E. Ziegler, Fraunhofer-Institut f&#252;r Arbeitswirtschaft und Organisation (IAO), Holzgartenstr, 17, 700O Stuttgart, West Germany; H. U. Hoppe, Fraunhofer-Institut f&#252;r Arbeitswirtschaft und Organisation (IAO), Holzgartenstr, 17, 700O Stuttgart, West Germany"
