"conference","year","doi","title","citationCount","download6weeks","download12months","downloadAll","keywords","pageNumber","authors"
"CHI","85","http://dx.doi.org/10.1145/317456.317457","The effect of VDU text-presentation rate on reading comprehension and reading speed","2","5","21","305","design; evaluation/methodology; management; theory","6","Jo W. Tombaugh, Department of Psychology, Carleton University, Ottawa, Canada K1S 5B6; Michael D. Arkin, Department of Psychology, Carleton University, Ottawa, Canada K1S 5B6"
"CHI","85","http://dx.doi.org/10.1145/317456.317458","Effects of cursor speed on text-editing","1","7","16","100","design; documentation; input devices and strategies; measurement; reliability","4","John D. Gould, IBM Research Center, Box 218, Yorktown Heights, New York; Clayton Lewis, IBM Research Center, Box 218, Yorktown Heights, New York"
"CHI","85","http://dx.doi.org/10.1145/317456.317459","The importance of percent-done progress indicators for computer-human interfaces","39","19","109","501","design; experimentation; interaction styles; measurement; progress indicators; user interfaces; window managers","7",""
"CHI","85","http://dx.doi.org/10.1145/317456.317461","A multi-touch three dimensional touch-sensitive tablet","54","22","222","2,839","algorithms; human factors; interpolation; performance","5","SK Lee, Computer Systems Research Institute, University of Toronto, Toronto, Ontario, Canada, M5S 1A4; William Buxton, Computer Systems Research Institute, University of Toronto, Toronto, Ontario, Canada, M5S 1A4"
"CHI","85","http://dx.doi.org/10.1145/317456.317462","A subjective judgment study of polygon based curved surface imagery","7","6","15","231","curve, surface, solid, and object representations; evaluation/methodology; geometrical problems and computations; measurement; theory","8",""
"CHI","85","http://dx.doi.org/10.1145/317456.317463","VIDEOPLACE&mdash;an artificial reality","74","32","159","1,620","artificial, augmented, and virtual realities; experimentation; management; theory; virtual reality","6","Myron W. Krueger, Computer Science Department, University of Connecticut, Storrs, Connecticut; Thomas Gionfriddo, Computer Science Department, University of Connecticut, Storrs, Connecticut"
"CHI","85","http://dx.doi.org/10.1145/317456.317464","Psychological research methods in the human use of computers (panel session)","0","5","19","344","design; management; psychology; user/machine systems","5","John D. Gould, IBM Research Center, Box 218, Yorktown Hights, New York; John A. Anderson, Carnegie-Mellon University, Pittsburgh, Pa."
"CHI","85","http://dx.doi.org/10.1145/317456.317465","Where the bugs are","7","3","16","421","design; performance; reliability; theory","7","James C. Spohrer, Department of Computer Science, Cognition and Programming Project, Yale University, New Haven, Connecticut; Elliot Soloway, Department of Computer Science, Cognition and Programming Project, Yale University, New Haven, Connecticut"
"CHI","85","http://dx.doi.org/10.1145/317456.317466","Extending the spreadsheet interface to handle approximate quantities and relationships","0","5","11","149","design; management; performance; theory","5",""
"CHI","85","http://dx.doi.org/10.1145/317456.317467","Estimating the distribution of software complexity <italic>within</italic> a program","0","6","14","165","design; human factors; metrics; theory","4",""
"CHI","85","http://dx.doi.org/10.1145/317456.317469","Designing organizational interfaces","23","5","35","537","design; management; theory; user/machine systems","6",""
"CHI","85","http://dx.doi.org/10.1145/317456.317470","Selection from alphabetic and numeric menu trees using a touch screen: breadth, depth, and width","36","20","112","1,439","design; input devices and strategies; management; performance","6","T. K. Landauer, Bell Communications Research, Morristown, N.J."
"CHI","85","http://dx.doi.org/10.1145/317456.317471","Designing a menu-based interface to an operating system","7","5","25","460","design; human factors; management; performance; theory","6",""
"CHI","85","http://dx.doi.org/10.1145/317456.317472","Connecting theory and practice: a case study of achieving usability goals","12","8","43","583","design; financial; management; performance","4",""
"CHI","85","http://dx.doi.org/10.1145/317456.317473","Technology in use (panel session)","1","4","14","153","design; management; theory; user/machine systems","4","Sharon Traweek, Joint Appointment in Anthropology and The Program in Science, Technology and Society, MIT; Michael Lynch, Department of Sociology, Whitman College; Richard Frankel, Department of Medicine, Wayne State, University and consultant, National Aeronautics and Space Administration; Brigitte Jordon, Departments of Anthropology and Pediatrics, Michigan State University"
"CHI","85","http://dx.doi.org/10.1145/317456.317474","The use of logging data in the design of a new text editor","7","5","18","251","design; documentation; management; systems analysis and design","5",""
"CHI","85","http://dx.doi.org/10.1145/317456.317475","The evaluation of text editors: a critical review of the Roberts and Morgan methodology based on new experiments","7","5","24","272","design; documentation; experimentation; management; performance; theory","7",""
"CHI","85","http://dx.doi.org/10.1145/317456.317476","Evaluating the user interface: the candid camera approach","2","4","14","232","design; human factors; performance; user/machine systems","7",""
"CHI","85","http://dx.doi.org/10.1145/317456.317477","Communicating with sound (panel session","1","3","16","416","audio input/output; evaluation/methodology; management; theory","5","Sara A. Bly, East Carolina University; Steven P. Frysinger, Lawrence Livermore National Laboratory; David Lunney, East Carolina University"
"CHI","85","http://dx.doi.org/10.1145/317456.317478","When does an abbreviation become a word? and related questions","3","5","15","207","document and text editing; experimentation; management; user interfaces","5",""
"CHI","85","http://dx.doi.org/10.1145/317456.317479","A comparison of symbolic and spatial filing","7","4","17","319","design; experimentation; file systems management; management; performance","4",""
"CHI","85","http://dx.doi.org/10.1145/317456.317480","Experience with an adaptive indexing scheme","24","6","18","272","design; indexing methods; performance; user interfaces","5",""
"CHI","85","http://dx.doi.org/10.1145/317456.317481","Computer human factors in computer interface design (panel session)","0","5","22","413","design; performance; user interfaces","2","Thomas Moran, Xerox Palo Alto Research Center; Judith Reitman Olson, The University of Michigan; Dennis Wixon, Digital Equipment Corporation"
"CHI","85","http://dx.doi.org/10.1145/317456.317482","Identifying and designing toward new user expectations in a prototype text-editor (panel session)","0","2","10","128","design; documentation; performance; user-centered design","3",""
