"conference","year","doi","title","citationCount","download6weeks","download12months","downloadAll","keywords","pageNumber","authors"
"CHI","83","http://dx.doi.org/10.1145/800045.801571","Design principles for human-computer interfaces","23","32","189","2,755","command and control languages; languages; software psychology","10",""
"CHI","83","http://dx.doi.org/10.1145/800045.801572","Manual dexterity-a user-oriented approach to creating computer documentation.","6","4","26","178","design; document preparation; human factors; learning; performance; writing","8",""
"CHI","83","http://dx.doi.org/10.1145/800045.801573","Soft machines: A philosophy of user-computer interface design","13","10","103","842","design; human factors; performance","5","Lloyd H. Nakatani, Bell Laboratories, Murray Hill, New Jersey"
"CHI","83","http://dx.doi.org/10.1145/800045.801574","Building a user-defined interface","2","5","18","1,037","design; human factors; user/machine systems","4","Dennis Wixon, Digital Equipment Corporation, Maynard, Massachusetts; John Whiteside, Digital Equipment Corporation, Maynard, Massachusetts; Michael Good, Digital Equipment Corporation, Maynard, Massachusetts"
"CHI","83","http://dx.doi.org/10.1145/800045.801575","Executable specifications for a human-computer interface","6","3","20","310","human factors; languages; specification techniques","7",""
"CHI","83","http://dx.doi.org/10.1145/800045.801576","Formal specifications for modeling and developing human/computer interfaces","3","2","10","259","design; human factors; languages","5","J. W. Roach, Department of Computer Science, Virginia Polytechnic Institute & State University, Blacksburg, Virginia"
"CHI","83","http://dx.doi.org/10.1145/800045.801577","Design practice and interface usability: Evidence from interviews with designers","23","8","48","689","design; human factors; natural language","5","N. Hammond, MRC Applied Psychology Unit, 15 Chaucer Road, Cambridge CB2 2EF, UK; A. J&#248;rgensen, MRC Applied Psychology Unit, 15 Chaucer Road, Cambridge CB2 2EF, UK; A. MacLean, MRC Applied Psychology Unit, 15 Chaucer Road, Cambridge CB2 2EF, UK"
"CHI","83","http://dx.doi.org/10.1145/800045.801578","Getting into a system: External-internal task mapping analysis","24","4","35","780","performance; user interfaces","5",""
"CHI","83","http://dx.doi.org/10.1145/800045.801579","Designing for usability&mdash;key principles and what designers think","42","11","86","1,788","design; human factors; performance evaluation","4","John D. Gould, IBM Research Center, Box 218, Yorktown Heights, New York"
"CHI","83","http://dx.doi.org/10.1145/800045.801580","Evaluation and analysis of users' activity organization","38","8","58","681","human factors; interaction styles; performance","4","Liam Bannon, Institute for Cognitive Science, University of California, San Diego; Allen Cypher, Institute for Cognitive Science, University of California, San Diego; Steven Greenspan, Institute for Cognitive Science, University of California, San Diego"
"CHI","83","http://dx.doi.org/10.1145/800045.801581","Computer response time and user performance.","9","8","30","658","design; human factors; performance","5",""
"CHI","83","http://dx.doi.org/10.1145/800045.801582","Computer communication system design affects group decision making","5","3","13","473","decision support; human factors; performance","5",""
"CHI","83","http://dx.doi.org/10.1145/800045.801583","A methodology for objectively evaluating error messages","2","3","13","344","human factors; human information processing","4","Barbara S. Isa, Human Factors Center, International Business Machines Corporation, San Jose, California; James M. Boyle, Human Factors Center, International Business Machines Corporation, San Jose, California; Alan S. Neal, Human Factors Center, International Business Machines Corporation, San Jose, California"
"CHI","83","http://dx.doi.org/10.1145/800045.801584","Human factors testing in the design of Xerox's 8010 &ldquo;Star&rdquo; office workstation","38","6","52","836","design; human factors; performance; star","6",""
"CHI","83","http://dx.doi.org/10.1145/800045.801585","Playback: A method for evaluating the usability of software and its documentation","10","5","13","272","documentation; human factors; management; training, help, and documentation","5","Alan S. Neal, Human Factors Center, International Business Machines Corporation, San Jose, California"
"CHI","83","http://dx.doi.org/10.1145/800045.801586","Questionnaires as a software evaluation tool","13","11","72","1,362","evaluation/methodology; languages; performance evaluation","5","Robert W. Root, UCSD HMI project, Institute for Cognitive Science, C-015, University of California, San Diego, La Jolla"
"CHI","83","http://dx.doi.org/10.1145/800045.801587","Changes that users demanded in the human interface to the Hermes Message System","1","4","15","142","design; human factors; performance; user/machine systems","5",""
"CHI","83","http://dx.doi.org/10.1145/800045.801588","Computing on a shoestring: Initial data entry for service organizations","0","2","13","148","group and organization interfaces; human factors; management","5",""
"CHI","83","http://dx.doi.org/10.1145/800045.801589","The Consul/CUE interface: An integrated interactive environment","8","5","14","153","human factors; interactive environments; languages","5","T. Kaczmarek, USC/Information Sciences Institute, Marina del Rey, California; W. Mark, USC/Information Sciences Institute, Marina del Rey, California"
"CHI","83","http://dx.doi.org/10.1145/800045.801590","A generalized transition network representation for interactive systems","11","4","16","306","automata; human factors; performance","4","David Kieras, University of Arizona"
"CHI","83","http://dx.doi.org/10.1145/800045.801591","Application of a model of human decision making for human/computer communication","1","2","12","348","human factors; performance","5","Mark E. Revesman, Department of Industrial Engineering and Operations Research, Virginia Polytechnic Institute & State University, Blacksburg, Virginia"
"CHI","83","http://dx.doi.org/10.1145/800045.801592","Using examples to describe categories","7","3","21","286","human factors; interaction styles","4","Susan T. Dumais, Bell Laboratories, 600 Mountain Ave., Murray Hill, NJ"
"CHI","83","http://dx.doi.org/10.1145/800045.801593","A featural approach to command names","2","3","18","193","human factors; languages","4",""
"CHI","83","http://dx.doi.org/10.1145/800045.801594","Command use and interface design","7","3","18","236","human factors; interaction styles; unix","5","Robert E. Kraut, AT&T Information Systems; Stephen J. Hanson, AT&T Information Systems"
"CHI","83","http://dx.doi.org/10.1145/800045.801595","Is there really trouble with UNIX?","1","4","19","194","command and control languages; languages","5",""
"CHI","83","http://dx.doi.org/10.1145/800045.801596","Enhancing the usability of an Office Information System through direct manipulation","10","6","29","255","design; human factors; office automation","5","Alison Lee, Computer Systems Research Group, Department of Computer Science, University of Toronto, Canada"
"CHI","83","http://dx.doi.org/10.1145/800045.801597","An assessment of computer generated space situation map projections","0","3","18","126","design; human factors; performance","4",""
"CHI","83","http://dx.doi.org/10.1145/800045.801598","An effective graphics user interface for rules and inference mechanisms","4","5","14","223","design; human factors; performance; user interfaces and/or trees","5",""
"CHI","83","http://dx.doi.org/10.1145/800045.801599","Effect of font and medium on recognition/confusion","0","5","16","1,878","data terminals and printers; human factors","6","S. M. Gupta, Department of Industrial Engineering and Information Systems, Northeastern University, Boston, Mass.; L. H. Geyer, Department of Industrial Engineering and Information Systems, Northeastern University, Boston, Mass."
"CHI","83","http://dx.doi.org/10.1145/800045.801600","The effects of positional constancy on searching menus for information","11","4","15","266","design; interaction styles; screen design","4","Richard C. Teitelbaum, International Business Machines Corporation, Poughkeepsie, New York"
"CHI","83","http://dx.doi.org/10.1145/800045.801601","Usable natural language interfaces through menu-based natural language understanding","17","5","13","369","human factors; languages; natural language processing","7","Harry R. Tennant, Computer Science Laboratory, Central Research Laboratories, Texas Instruments Incorporated, Dallas, Texas; Kenneth M. Ross, Computer Science Laboratory, Central Research Laboratories, Texas Instruments Incorporated, Dallas, Texas"
"CHI","83","http://dx.doi.org/10.1145/800045.801602","Query languages for the casual user: Exploring the middle ground between formal and natural languages","3","6","20","320","human factors; languages; performance","5","William C. Ogden, IBM Corporation, GPD Human Factors Center, San Jose, California"
"CHI","83","http://dx.doi.org/10.1145/800045.801603","A comparative study of moded and modeless text editing by experienced editor users","1","4","18","239","design; ergonomics; human factors","5","Merle F. Poller, Bell Laboratories, Piscataway, New Jersey"
"CHI","83","http://dx.doi.org/10.1145/800045.801604","Patterns of experience in text editing","15","8","29","235","design; human factors; performance","5",""
"CHI","83","http://dx.doi.org/10.1145/800045.801605","How interface design determines Who has difficulty learning to use a text editor","8","4","27","328","correlation and regression analysis; human factors; performance evaluation","6","Louis M. Gomez, Bell Laboratories, Murray Hill, NJ; Dennis E. Egan, Bell Laboratories, Murray Hill, NJ; Evangeline A. Wheeler, Howard University; Dhiraj K. Sharma, Bell Laboratories, Murray Hill, NJ"
"CHI","83","http://dx.doi.org/10.1145/800045.801606","How you tell your computer what you mean: Ostension in interactive systems","1","3","16","170","human factors; performance; user/machine systems","4","James A. Galambos, Yale University; Eloise S. Wikler, Yale University"
"CHI","83","http://dx.doi.org/10.1145/800045.801607","A qualitative reasoning approach to mathematical and heuristic knowledge integration","0","4","15","148","heuristic methods; human factors; representations","4",""
"CHI","83","http://dx.doi.org/10.1145/800045.801608","The effects of limited grammar on interactive natural language","5","5","13","153","design; human factors; natural language; performance","3",""
"CHI","83","http://dx.doi.org/10.1145/800045.801609","An empirical methodology for writing user-friendly natural language computer applications","20","6","83","659","cal; human factors; performance","4",""
"CHI","83","http://dx.doi.org/10.1145/800045.801610","Correcting misconceptions: What to say when the user is mistaken","12","5","11","185","human factors; knowledge representation formalisms and methods; performance","5",""
"CHI","83","http://dx.doi.org/10.1145/800045.801611","The user's perception of the interaction language: A two-level model","6","3","16","238","classes defined by grammars or automata; human factors; management","5","S. J. Payne, MRC/SSRC Social and Applied Psychology Unit, Department of Psychology, The University Sheffield, S10 2TN U.K."
"CHI","83","http://dx.doi.org/10.1145/800045.801612","Learning text editor semantics by analogy","18","4","20","263","analogies; emacs; performance","5","Sarah A. Douglas, Stanford University and Xerox Palo Alto Research Center, Department of Computer Science: University of Oregon: Eugene, OR"
"CHI","83","http://dx.doi.org/10.1145/800045.801613","Mental models and problem solving in using a calculator","18","7","38","696","human factors; performance","5","Frank G. Halasz, Stanford University and Xerox Palo Alto Research Center"
"CHI","83","http://dx.doi.org/10.1145/800045.801614","Planning units in text editing behavior","2","4","18","185","document and text editing; human factors; performance","5","Scott P. Robertson, Cognitive Science Program, Yale University, Box 2158 Yale Station, New Haven, CT"
"CHI","83","http://dx.doi.org/10.1145/800045.801615","Remindings and their effects in learning a text editor","1","5","14","163","analogies; documentation; performance","4","Brian H. Ross, Department of Psychology, University of Illinois, Champaign, IL"
"CHI","83","http://dx.doi.org/10.1145/800045.801616","Learning in an instructionless environment: Observation and analysis","1","3","14","174","human factors; learning; verification","4","Jeff Shrager, Department of Psychology, Carnegie-Mellon University"
"CHI","83","http://dx.doi.org/10.1145/800045.801617","Human-computer discourse in the design of a PASCAL tutor","4","3","11","180","design; human factors; natural language interfaces; performance","5","Beverly Woolf, Department of Computer and Information Science, University of Massachusetts, Amherst, Massachusetts"
"CHI","83","http://dx.doi.org/10.1145/800045.801618","What do novice programmers know about recursion","12","8","33","377","expert system tools and techniques; languages; procedures, functions, and subroutines","5",""
"CHI","83","http://dx.doi.org/10.1145/800045.801619","Beyond numbers: Don't ask &ldquo;how many&rdquo; ... ask &ldquo;why&rdquo;","3","4","11","217","human factors; program analysis","7","Elliot Soloway, Department of Computer Science, Yale University, Box 2158 Yale Station, New Haven, Connecticut; Kate Ehrlich, Department of Computer Science, Yale University, Box 2158 Yale Station, New Haven, Connecticut"
"CHI","83","http://dx.doi.org/10.1145/800045.801620","Aesthetics and programming","2","4","19","217","human factors; occupations; software psychology","4",""
"CHI","83","http://dx.doi.org/10.1145/800045.801621","On enhancing the interface to the source code of computer programs","2","4","18","231","documentation; human factors; management; structured programming","5",""
"CHI","83","http://dx.doi.org/10.1145/800045.801622","Documentation of concurrent programs","0","4","18","158","documentation; human factors; performance","6","Deborah A. Boehm-Davis, General Electric Company"
"CHI","83","http://dx.doi.org/10.1145/800045.801623","Use of mouse buttons","4","3","17","251","design; human factors; performance","5",""
"CHI","83","http://dx.doi.org/10.1145/800045.801624","Speech recognition at two field sites","2","2","16","278","experimentation; performance; speech recognition and synthesis","7",""
"CHI","83","http://dx.doi.org/10.1145/800045.801625","Lighting characteristics of visual display terminals from an ergonomic point of view","0","4","18","238","design; human factors; measurement","3","U. Br&#228;uninger, Dept. of Hygiene and Ergonomics, Swiss Federal Institute of Technology, CH-8092 Zurich"
"CHI","83","http://dx.doi.org/10.1145/800045.801626","An experimental evaluation of on-line HELP for non-programmers","9","3","15","199","design; on-line information services; performance evaluation","5",""
"CHI","83","http://dx.doi.org/10.1145/800045.801627","A proposal for user centered system documentation","3","4","16","205","documentation; interaction styles; training, help, and documentation","4","C. O'Malley, Institute for Cognitive Science, University of California at San Diego; P. Smolensky, Institute for Cognitive Science, University of California at San Diego; L. Bannon, Institute for Cognitive Science, University of California at San Diego; E. Conway, Institute for Cognitive Science, University of California at San Diego; J. Graham, Institute for Cognitive Science, University of California at San Diego; J. Sokolov, Institute for Cognitive Science, University of California at San Diego"
"CHI","83","http://dx.doi.org/10.1145/800045.801628","Autobiography of a first-time discretionary microcomputer user","2","4","14","143","design; human factors; performance","5","Marilyn Mantei, Graduate School of Business, Administration, University of Michigan, Ann Arbor, Michigan"
