"conference","year","doi","title","citationCount","download6weeks","download12months","downloadAll","keywords","pageNumber","authors"
"CHI","98","http://dx.doi.org/10.1145/274644.274645","NaviPoint: an input device for mobile information browsing","13 ","11","25","862","design; hand-held devices; information browsing; interaction styles; mobile computing; pdas; theory; user interfaces","8","Kiyokuni Kawachiya, IBM Research, Tokyo Research Laboratory, 1623-14, Shimotsuruma, Yamato, Kanagawa 242-8502, Japan"
"CHI","98","http://dx.doi.org/10.1145/274644.274646","The PadMouse: facilitating selection and spatial positioning for the non-dominant hand","23 ","7","46","589","bimanual input; experimentation; hot-keys; input devices; interaction styles; management; measurement; performance; toolgass","8",""
"CHI","98","http://dx.doi.org/10.1145/274644.274647","Squeeze me, hold me, tilt me! An exploration of manipulative user interfaces","138 ","30","252","3,224","design; human factors; interaction technology; performance; pressure and tilt sensors; ui design","8","Beverly L. Harrison, Xerox Palo Alto Research Center, 3333 Coyote Hill Road, Palo Alto, California; Kenneth P. Fishkin, Xerox Palo Alto Research Center, 3333 Coyote Hill Road, Palo Alto, California; Anuj Gujar, Xerox Palo Alto Research Center, 3333 Coyote Hill Road, Palo Alto, California"
"CHI","98","http://dx.doi.org/10.1145/274644.274649","Web page design: implications of memory, structure and scent for information retrieval","48 ","40","274","3,175","depth and breadth in information design; human factors; information retrieval; management; memory; retrieval models; searching; web page design","8","Kevin Larson, Microsoft Research, One Microsoft Way, Redmond, WA"
"CHI","98","http://dx.doi.org/10.1145/274644.274650","Exploring browser design trade-offs using a dynamical model of optimal information foraging","2 ","13","24","386","design; dynamic programming; human factors; interaction styles; measurement; scatter/gather; user models","8",""
"CHI","98","http://dx.doi.org/10.1145/274644.274651","Information archiving with bookmarks: personal Web space construction and organization","96 ","15","99","1,649","bookmark; design; human factors; interaction styles; measurement; survey; web-based services","8","David Abrams, Knowledge Media Design Institute, University of Toronto, Toronto, ON M5S 1A4"
"CHI","98","http://dx.doi.org/10.1145/274644.274652","Triangles: tangible interface for manipulation and exploration of digital information topography","77 ","11","98","1,087","design; graspable interface; interaction styles; magnetic connector; performance; physical interface; tangible interface; user interfaces","8","Matthew G. Gorbet, Tangible Media Group, MTT Media Laboratory, 20 Ames Street, Cambridge, MA; Maggie Orth, Hyperinstruments Group, MIT Media Laboratory, 20 Ames Street, Cambridge, MA"
"CHI","98","http://dx.doi.org/10.1145/274644.274653","HandJive: a device for interpersonal haptic entertainment","28 ","8","58","1,110","design; haptic i/o; human factors; interaction design; interpersonal communication; measurement; product design; tactile feedback; ubiquitous computing; user/machine systems","8","BJ Fogg, Stanford University, P.O. Box 8338, Stanford, CA; Lawrence D. Cutler, Trilogy Dev. Group, 6034 W. Courtyard Dr. Austin, TX"
"CHI","98","http://dx.doi.org/10.1145/274644.274655","Simplifying the controls of an interactive movie game","1 ","5","18","504","command and control; design; games; interaction styles; management; performance; usability testing","8",""
"CHI","98","http://dx.doi.org/10.1145/274644.274656","Patterns of change in design metaphor: a case study","2 ","6","22","702","design; human factors; performance; theory; user/machine systems","8",""
