"conference","year","doi","title","citationCount","download6weeks","download12months","downloadAll","keywords","pageNumber","authors"
"CHI","96","http://dx.doi.org/10.1145/238386.238387","Self disclosure on computer forms: meta-analysis and implications","12 ","12","90","1,443","computer forms; disclosure; electronic surveys; measurement; public policy issues; theory","8","Suzanne Weisband, Department of Management Information Systems, University of Arizona, Tucson, Arizona"
"CHI","96","http://dx.doi.org/10.1145/238386.238392","The design and long-term use of a personal electronic notebook: a reflective analysis","21 ","8","36","682","application packages; customization; electronic notebooks; longitudinal study; reflective analysis; theory","8",""
"CHI","96","http://dx.doi.org/10.1145/238386.238394","Technomethodology: paradoxes and possibilities","50 ","7","70","1,942","abstraction; design practice; ethnomethodology; methodology; user/machine systems","8","Graham Button, Rank Xerox Research Centre, Cambridge Laboratory (EuroPARC), 61 Regent Street, Cambridge CB2 1AB, United Kingdom"
"CHI","96","http://dx.doi.org/10.1145/238386.238396","Does animation in user interfaces improve decision making?","22 ","11","53","1,171","animation; decision making; human factors; user interfaces","8",""
"CHI","96","http://dx.doi.org/10.1145/238386.238398","Assessing the effect of non-photorealistic rendered images in CAD","29 ","10","47","842","architectural presentation; measurement; preliminary drafts; theory; user/machine systems","7","Jutta Schumann, Free University of Berlin, Dept. of Computer Science Takustra&#946;e 9 D-14195 Berlin; Thomas Strothotte, University of Magdeburg, Dept. of Simulation and Graphics Universit&#228;tsplatz 2D-39106, Magdeburg; Stefan Laser, University of Magdeburg, Dept. of Psychology Virchowstra&#946;e 24 D-39104 Magdeburg"
"CHI","96","http://dx.doi.org/10.1145/238386.238400","Gratuitous graphics? Putting preferences in perspective","9 ","11","33","666","3-d graphics; measurement; theory; user interface design; visualization","8","Ellen Levy, Stanford University, Department of Psychology, Stanford, CA and Interval Research, 1801 Page Mill Road, Palo Alto, CA; Jeff Zacks, Stanford University, Department of Psychology, Stanford, CA and Interval Research, 1801 Page Mill Road, Palo Alto, CA; Barbara Tversky, Stanford University, Department of Psychology, Stanford, CA"
"CHI","96","http://dx.doi.org/10.1145/238386.238402","Beating the limitations of camera-monitor mediated telepresence with extra eyes","17 ","8","29","517","communications applications; documentation; measurement; teleconferencing; theory","8","Kimiya Yamaashi, Hitachi Research Laboratory, Hitachi Ltd., 7-1-1 Omika-cho Hitachi-shi, Ibaraki-ken 319-12 Japan; Jeremy R. Cooperstock, Telepresence Project, University of Toronto, 10 King's College Road, Toronto ON M5C 3G4, Canada; Tracy Narine, Telepresence Project, University of Toronto, 10 King's College Road, Toronto ON M5C 3G4, Canada"
"CHI","96","http://dx.doi.org/10.1145/238386.238404","Talk and embodiment in collaborative virtual environments","64 ","7","52","1,180","body movement; cscw; interaction analysis; theory; virtual reality","8","John Bowers, Department of Psychology, Manchester University, U.K.; James Pycock, Department of Psychology, Manchester University, U.K."
"CHI","96","http://dx.doi.org/10.1145/238386.238405","Emacspeak&mdash;a speech interface","14 ","6","21","673","audio formatting; direct access; speech interface; theory","6",""
"CHI","96","http://dx.doi.org/10.1145/238386.238406","Audio enhanced 3D interfaces for visually impaired users","19 ","7","28","783","3d interface; auditory interface; experimentation; human factors; theory","7","Stephen W. Mereu, Department of Computer Science, University of Waterloo, Waterloo, ON, Canada, N2L 3G1"
