"conference","year","doi","title","citationCount","download6weeks","download12months","downloadAll","keywords","pageNumber","authors"
"CHI","92","http://dx.doi.org/10.1145/142750.142751","Edit wear and read wear","170 ","32","197","2,180","design; graphical user interfaces; informational physics; interface mechanisms; reflective practitioner; theory and methods","7",""
"CHI","92","http://dx.doi.org/10.1145/142750.142752","The computer sciences electronic magazine: translating from paper to multimedia","3 ","6","30","555","audio input/output; electronic magazine; human factors; hypermedia; indexing; interactive design; multimedia design; usability","8",""
"CHI","92","http://dx.doi.org/10.1145/142750.142753","Hypertext or book: Which is better for answering questions?","6 ","9","22","395","design; experimental research; human factors; hypertext navigation and maps; performance; usability of hypertext","7",""
"CHI","92","http://dx.doi.org/10.1145/142750.142754","Realizing a video environment: EuroPARC's RAVE system","107 ","6","33","784","collaboration; design; group work; interaction styles; multi-media; video","9",""
"CHI","92","http://dx.doi.org/10.1145/142750.142755","Evaluating video as a technology for informal communication","74 ","36","151","1,915","audio input/output; computer conferencing, teleconferencing, and videoconferencing; experimentation; human factors; privacy; video","12",""
"CHI","92","http://dx.doi.org/10.1145/142750.142756","Speech patterns in video-mediated conversations","63 ","3","41","850","computer conferencing, teleconferencing, and videoconferencing; cscw; human factors; synchronous interaction; videoconferencing","11",""
"CHI","92","http://dx.doi.org/10.1145/142750.142757","Human-computer interaction research at Georgia Institute of Technology","0 ","6","13","324","design; human factors","2",""
"CHI","92","http://dx.doi.org/10.1145/142750.142758","The Virginia User Interface Laboratory","0 ","5","12","209","artificial, augmented, and virtual realities; languages; user interfaces","2",""
"CHI","92","http://dx.doi.org/10.1145/142750.142759","System ergonomics and human-computer interaction at SIEMENS corporate research and development","0 ","5","18","333","animations; human factors; speech recognition and synthesis","2",""
"CHI","92","http://dx.doi.org/10.1145/142750.142760","Anthropomorphism: from Eliza to Terminator 2","14 ","8","37","797","design; human factors","4",""
"CHI","92","http://dx.doi.org/10.1145/142750.142761","Action assignable graphics: a flexible human-computer interface design process","0 ","5","13","191","design; theory and methods","2",""
"CHI","92","http://dx.doi.org/10.1145/142750.150709","The AT&amp;T display construction set user interface management system (UIMS)","2 ","3","11","172","design; human factors; x-window","2",""
"CHI","92","http://dx.doi.org/10.1145/142750.142762","An interface for interactive spatial reasoning and visualization","3 ","10","26","512","computer-assisted instruction; direct manipulation; human factors; interaction techniques; three dimensional visualization","8",""
"CHI","92","http://dx.doi.org/10.1145/142750.142763","Graphical fisheye views of graphs","132 ","22","188","2,000","algorithms; fisheye views; languages; theory and methods","9",""
"CHI","92","http://dx.doi.org/10.1145/142750.142764","A magnifier tool for video data","51 ","7","45","632","design; granularity of information; human factors; interface metaphors; screen design; video","6",""
"CHI","92","http://dx.doi.org/10.1145/142750.142765","A research program to assess user perceptions of group work support","5 ","5","11","372","computer conferencing, teleconferencing, and videoconferencing; cscw; evaluation/methodology; human factors; technology acceptance model","8",""
"CHI","92","http://dx.doi.org/10.1145/142750.142767","Gardeners and gurus: patterns of cooperation among CAD users","38 ","4","21","486","cad; cooperative work; end user programming; human factors; languages","11",""
"CHI","92","http://dx.doi.org/10.1145/142750.142769","Beyond being there","121 ","32","342","3,455","computer conferencing, teleconferencing, and videoconferencing; human factors; telecommunications; theory and models","7",""
"CHI","92","http://dx.doi.org/10.1145/142750.142770","Evaluating two aspects of direct manipulation in advanced cockpits","11 ","5","24","675","adaptive automation; aircraft interfaces; direct manipulation; intelligent cockpit; interface design; intermittent automation; theory","8",""
"CHI","92","http://dx.doi.org/10.1145/142750.142772","Iterative design of an interface for easy 3-D direct manipulation","13 ","8","43","594","3-d manipulation; design; evaluation/methodology; handle box; interaction techniques; narrative handles","8",""
"CHI","92","http://dx.doi.org/10.1145/142750.142775","Computing for users with special needs and models of computer-human interaction","7 ","8","37","1,030","accessibility; human factors; human-computer interaction; languages; rehabilitation; standardization; theory and methods","6",""
"CHI","92","http://dx.doi.org/10.1145/142750.142777","Designing usable systems under real-world constraints: a practitioners forum","5 ","4","23","435","aerospace; design process; human factors; organizational issues; usability","4",""
"CHI","92","http://dx.doi.org/10.1145/142750.142778","Prototyping an instructible interface: Moctec","1 ","5","9","138","demonstrational interface; evaluation/methodology; prototyping","2",""
"CHI","92","http://dx.doi.org/10.1145/142750.150710","Interface support for Comet: a knowledge-based software reuse environment","0 ","4","9","143","design; modules and interfaces; user interfaces","2",""
"CHI","92","http://dx.doi.org/10.1145/142750.142780","The art of search: a study of art directors","6 ","3","23","507","cognitive models; design; evaluation/methodology; human factors; searching; user interface models; visual problem solving","7",""
"CHI","92","http://dx.doi.org/10.1145/142750.142782","Browser-Soar: a computational model of a highly interactive task","19 ","5","16","402","algorithms; cognitive models; design; human factors; interaction styles; training, help, and documentation","8",""
"CHI","92","http://dx.doi.org/10.1145/142750.142785","Towards task models for embedded information retrieval","3 ","5","16","400","algorithms; human factors; plan execution, formation, and generation; planned vs. situated action; theory","8",""
"CHI","92","http://dx.doi.org/10.1145/142750.142786","Knowledge-based evaluation as design support for graphical user interfaces","13 ","13","50","912","design; general; human factors; representations; theory and methods; user interface management systems","8",""
"CHI","92","http://dx.doi.org/10.1145/142750.142787","Controlling user interface objects through pre- and postconditions","14 ","5","13","287","algorithms; evaluation/methodology; predicates; theory; user interface tools","6",""
"CHI","92","http://dx.doi.org/10.1145/142750.142789","Survey on user interface programming","78 ","19","101","854","design; interaction styles; user interface management systems; user interface tools","8",""
"CHI","92","http://dx.doi.org/10.1145/142750.142791","Orderable dimensions of visual texture for data display: orientation, size and contrast","6 ","7","22","492","cartography; human factors; texture; theory and methods","7",""
"CHI","92","http://dx.doi.org/10.1145/142750.142792","The perceptual structure of multidimensional input device selection","30 ","8","39","587","design; human factors; input devices; integrality; interaction techniques; polhemus tracker; theory","8",""
"CHI","92","http://dx.doi.org/10.1145/142750.142794","Extending Fitts' law to two-dimensional tasks","111 ","44","330","3,174","design; human factors; human performance modeling; input devices and strategies; theory","8",""
"CHI","92","http://dx.doi.org/10.1145/142750.142796","When TVs are computers are TVs (panel)","4 ","4","16","475","design; human factors; multimedia design; video","4",""
"CHI","92","http://dx.doi.org/10.1145/142750.142798","Transportable Applications Environment (TAE) Plus user interface designer WorkBench","2 ","5","13","186","aerospace; design tools; human factors; user interface; user interface management systems","2",""
"CHI","92","http://dx.doi.org/10.1145/142750.142800","The art of the obvious","9 ","6","24","441","cognitive simulation; human factors; reading; task analysis; theory and methods; user models","5",""
"CHI","92","http://dx.doi.org/10.1145/142750.142803","A computational model of skilled use of a graphical user interface","13 ","4","16","314","action slips; design; experimentation; human factors; interaction styles; theory and methods","9",""
"CHI","92","http://dx.doi.org/10.1145/142750.142805","A GOMS analysis of a graphic machine-paced, highly interactive task","15 ","9","34","705","cognitive models; games; human factors; interaction styles; theory; video games","8",""
