"conference","year","doi","title","citationCount","download6weeks","download12months","downloadAll","keywords","pageNumber","authors"
"CHI","05","http://dx.doi.org/10.1145/1054972.1054974","Collective efficacy as a measure of community","12 ","12","76","1,089","collective efficacy; community informatics; evaluation; human factors; organizational impacts","10","John M. Carroll, The Pennsylvania State University, University Park, PA; Mary Beth Rosson, The Pennsylvania State University, University Park, PA"
"CHI","05","http://dx.doi.org/10.1145/1054972.1054975","How oversight improves member-maintained communities","26 ","10","62","1,421","collaborative computing; contribution; online communities; participation","10","Dan Cosley, University of Minnesota, Minneapolis, MN; Dan Frankowski, University of Minnesota, Minneapolis, MN; Sara Kiesler, Carnegie Mellon University, Pittsburgh, PA; Loren Terveen, University of Minnesota, Minneapolis, MN"
"CHI","05","http://dx.doi.org/10.1145/1054972.1054976","Grounding needs: achieving common ground via lightweight chat in large, distributed, ad-hoc groups","8 ","13","60","1,124","chat; common ground; cyberscience; group and organization interfaces","10","Jeremy P. Birnholtz, University of Michigan, Ann Arbor, MI; Thomas A. Finholt, University of Michigan, Ann Arbor, MI; Daniel B. Horn, U. S. Army Research Institute, Arlington, VA"
"CHI","05","http://dx.doi.org/10.1145/1054972.1054978","Tool for accurately predicting website navigation problems, non-problems, problem severity, and effectiveness of repairs","28 ","19","147","2,467","architectures; cognitive walkthrough for the web; cww; evaluation/methodology; heading labels; human factors; information scent; link labels; measurement; performance; theory; theory and methods; usability problems; user model; verification","10","Marilyn Hughes Blackmon, University of Colorado at Boulder, Boulder, Colorado; Muneo Kitajima, National Institute of Advanced Industrial Science and Technology (AIST), Ibaraki, Japan"
"CHI","05","http://dx.doi.org/10.1145/1054972.1054979","Is your web page accessible?: a comparative study of methods for assessing web page accessibility for the blind","29 ","19","158","2,836","assistive technologies; disability; evaluation/methodology; web accessibility","10","Jennifer Mankoff, CMU, Pittsburgh, PA"
"CHI","05","http://dx.doi.org/10.1145/1054972.1054980","A comparison of LSA, wordNet and PMI-IR for predicting user click behavior","8 ","17","69","1,071","computational linguistics; evaluation/methodology; graphical user interfaces; human information processing; lsa; pmi; semantic relatedness; value of information; wordnet","10","Ishwinder Kaur, University of Oregon, Eugene, OR"
"CHI","05","http://dx.doi.org/10.1145/1054972.1054982","Modeling and improving selection in cascading pull-down menus using Fitts' law, the steering law and force fields","37 ","17","94","1,655","ascading pull-down menus; force fields; input devices; interaction styles; selection; theory and methods","10",""
"CHI","05","http://dx.doi.org/10.1145/1054972.1054983","Tuning and testing scrolling interfaces that automatically zoom","25 ","9","68","1,277","automatic zooming; human factors; scrolling; visual flow","10","Andy Cockburn, University of Canterbury, Christchurch, New Zealand"
"CHI","05","http://dx.doi.org/10.1145/1054972.1054985","Location disclosure to social relations: why, when, & what people want to share","124 ","44","260","2,963","computer-supported cooperative work; evaluation/methodology; location-enhanced computing; privacy classification; ubiquitous computing","10","Sunny Consolvo, Intel Research Seattle, Seattle, WA; Ian E. Smith, Intel Research Seattle, Seattle, WA; Tara Matthews, Intel Research Seattle, Seattle, WA; Anthony LaMarca, Intel Research Seattle, Seattle, WA; Jason Tabert, Intel Research Seattle, Seattle, WA"
"CHI","05","http://dx.doi.org/10.1145/1054972.1054986","Privacy and proportionality: adapting legal evaluation techniques to inform design in ubiquitous computing","17 ","12","86","1,624","data protection; design tools and techniques; privacy; proportionality; social issues","10","Giovanni Iachello, Georgia Institute of Technology"
"CHI","05","http://dx.doi.org/10.1145/1054972.1054987","Who gets to know what when: configuring privacy permissions in an awareness application","42 ","17","83","1,649","awareness; contextual communication; information disclosure; permission structures","10","Sameer Patil, University of California, Irvine, CA"
"CHI","05","http://dx.doi.org/10.1145/1054972.1054989","Saving and using encountered information: implications for electronic periodicals","12 ","11","62","1,219","clipping; digital libraries; electronic publications; reading","10",""
"CHI","05","http://dx.doi.org/10.1145/1054972.1054990","Documents at Hand: Learning from Paper to Improve Digital Technologies","20 ","17","118","1,979","document management; ethnography; paper","10","Olha Bondarenko, Eindhoven University of Technology, Eindhoven, The Netherlands"
"CHI","05","http://dx.doi.org/10.1145/1054972.1054991","Findex: search result categories help users when document ranking fails","32 ","10","66","1,166","categorization; clustering; search user interfaces; user interfaces","10",""
"CHI","05","http://dx.doi.org/10.1145/1054972.1054993","Use of eye movements as feedforward training for a synthetic aircraft inspection task","6 ","14","106","999","eye tracking; human factors; virtual reality","9","Sajay Sadasivan, Clemson University, Clemson, SC; Joel S. Greenstein, Clemson University, Clemson, SC; Anand K. Gramopadhye, Clemson University, Clemson, SC"
"CHI","05","http://dx.doi.org/10.1145/1054972.1054994","EyeWindows: evaluation of eye-controlled zooming windows for focus selection","26 ","13","86","1,405","alternative input; eye tracking","10","David Fono, Queen's University, Kingston, Canada"
"CHI","05","http://dx.doi.org/10.1145/1054972.1054995","EyeDraw: enabling children with severe motor impairments to draw with their eyes","18 ","13","82","955","art; design; eye tracking; input devices; interaction styles; universal access","10","Anthony J. Hornof, University of Oregon, Eugene, OR"
"CHI","05","http://dx.doi.org/10.1145/1054972.1054997","Six themes of the communicative appropriation of photographic images","17 ","11","84","1,387","collaborative computing; computer-mediated communication; instant messaging; visual communication","10","Amy Voida, Georgia Institute of Technology, Atlanta, GA"
"CHI","05","http://dx.doi.org/10.1145/1054972.1054998","Making space for stories: ambiguity in the design of personal communication systems","54 ","12","119","1,697","ambiguity; face-work; mediated communication","10","Paul M. Aoki, Palo Alto Research Center, Palo Alto, CA"
"CHI","05","http://dx.doi.org/10.1145/1054972.1054999","Listening in: practices surrounding iTunes music sharing","54 ","27","211","3,352","collaborative computing; itunes; performing arts","10","Amy Voida, Georgia Institute of Technology, Atlanta, GA; Rebecca E. Grinter, Georgia Institute of Technology, Atlanta, GA; Nicolas Ducheneaut, Palo Alto Research Center, Palo Alto, CA; W. Keith Edwards, Georgia Institute of Technology, Atlanta, GA"
"CHI","05","http://dx.doi.org/10.1145/1054972.1055001","AppLens and launchTile: two designs for one-handed thumb use on small devices","40 ","15","130","2,013","gestures; interaction styles; mobile devices; one-handed; screen design; user interfaces","10","Amy K. Karlson, University of Maryland, College Park, MD; Benjamin B. Bederson, University of Maryland, College Park, MD"
"CHI","05","http://dx.doi.org/10.1145/1054972.1055002","Alphabetically constrained keypad designs for text entry on mobile devices","17 ","11","65","1,722","mobile device user interface design; predictive keypad text entry","10","Jun Gong, Northeastern University, Boston, MA"
"CHI","05","http://dx.doi.org/10.1145/1054972.1055004","Conversing with the user based on eye-gaze patterns","44 ","19","95","1,201","dialogue systems; input devices and strategies; multimodal interaction","10","Pernilla Qvarfordt, Link&#246;pings universitet, Link&#246;ping, Sweden"
"CHI","05","http://dx.doi.org/10.1145/1054972.1055005","Effects of task properties, partner actions, and message content on eye gaze patterns in a collaborative task","10 ","7","55","750","collaborative computing; computer-supported; conversational analysis; experimentation; gesture; video conferencing","10","Jiazhi Ou, Carnegie Mellon University, Pittsburgh, PA; Lui Min Oh, Carnegie Mellon University, Pittsburgh, PA; Jie Yang, Carnegie Mellon University, Pittsburgh, PA"
"CHI","05","http://dx.doi.org/10.1145/1054972.1055006","Individual differences in multimodal integration patterns: what are they and why do they exist?","18 ","10","56","766","commands; disfluencies; evaluation/methodology; individual differences; interaction styles; natural language; simultaneous or sequential input; voice i/o","9","Sharon Oviatt, Oregon Health & Science University, Beaverton, OR; Rebecca Lunsford, Oregon Health & Science University, Beaverton, OR"
"CHI","05","http://dx.doi.org/10.1145/1054972.1055008","tranSticks: physically manipulatable virtual connections","7 ","8","47","822","connection control; interaction techniques","10","Yuji Ayatsuka, Sony Computer Science Laboratories, Inc., Tokyo, Japan"
"CHI","05","http://dx.doi.org/10.1145/1054972.1055009","Discrete acceleration and personalised tiling as brain?body interface paradigms for neurorehabilitation","5 ","8","52","747","accessibility; brain-body interfaces; input devices; neurorehabiliation","10","Paul Gnanayutham, University of Portsmouth, Portsmouth, United Kingdom; Chris Bloor, University of Sunderland, Sunderland, United Kingdom"
"CHI","05","http://dx.doi.org/10.1145/1054972.1055010","Effectiveness of directional vibrotactile cuing on a building-clearing task","17 ","9","49","806","haptic i/o; interaction techniques; user study; virtual reality","10","Robert W. Lindeman, The George Washington University, Washington, DC; John L. Sibert, The George Washington University, Washington, DC; Erick Mendez-Mendez, The George Washington University, Washington, DC; Sachin Patil, The George Washington University, Washington, DC"
"CHI","05","http://dx.doi.org/10.1145/1054972.1055012","The bubble cursor: enhancing target acquisition by dynamic resizing of the cursor's activation area","102 ","30","246","2,521","area cursor; fitts' law; target acquisition","10","Tovi Grossman, University of Toronto, Canada"
"CHI","05","http://dx.doi.org/10.1145/1054972.1055013","Comparing cursor orientations for mouse, pointer, and pen interaction","7 ","19","68","1,326","cursors; human factors; input devices and strategies; measurement; pens; small screens; theory","10","Barry A. Po, University of British Columbia, Vancouver, B.C., Canada; Brian D. Fisher, University of British Columbia, Vancouver, B.C., Canada"
"CHI","05","http://dx.doi.org/10.1145/1054972.1055014","Snap-and-go: helping users align objects without the modality of traditional snapping","17 ","14","80","1,038","alignment; mouse input; snap-dragging","10","Patrick Baudisch, Microsoft Research, Redmond, WA; Edward Cutrell, Microsoft Research, Redmond, WA; Ken Hinckley, Microsoft Research, Redmond, WA"
"CHI","05","http://dx.doi.org/10.1145/1054972.1055016","Towards an index of opportunity: understanding changes in mental workload during task execution","25 ","14","85","1,082","attention; evaluation/methodology; human factors; measurement; task models","10","Shamsi T. Iqbal, University of Illinois, Urbana, IL; Piotr D. Adamczyk, University of Illinois, Urbana, IL; Xianjun Sam Zheng, University of Illinois, Urbana, IL"
"CHI","05","http://dx.doi.org/10.1145/1054972.1055017","No task left behind?: examining the nature of fragmented work","59 ","24","170","1,570","attention management; information overload; multi-tasking; time management","10","Gloria Mark, University of California, Irvine, CA; Victor M. Gonzalez, University of California, Irvine, CA"
"CHI","05","http://dx.doi.org/10.1145/1054972.1055018","Examining task engagement in sensor-based statistical models of human interruptibility","28 ","17","77","957","context-aware computing; interruptibility; managing human attention; situationally appropriate interaction; user/machine systems","10","James Fogarty, Carnegie Mellon University, Pittsburgh, PA; Andrew J. Ko, Carnegie Mellon University, Pittsburgh, PA; Htet Htet Aung, Carnegie Mellon University, Pittsburgh, PA; Elspeth Golden, Carnegie Mellon University, Pittsburgh, PA; Karen P. Tang, Carnegie Mellon University, Pittsburgh, PA"
"CHI","05","http://dx.doi.org/10.1145/1054972.1055020","Urban probes: encountering our emerging urban atmospheres","35 ","22","145","1,595","cultural probes; d&#233;tournement; trash; urban computing","10","Eric Paulos, Intel Research, Berkeley, CA"
"CHI","05","http://dx.doi.org/10.1145/1054972.1055021","DeDe: design and evaluation of a context-enhanced mobile messaging system","21 ","10","57","1,118","context; field trial; location-based messaging; microcomputers; wireless communication","10","Younghee Jung, Nokia Corporation, Finland; Per Persson, Nokia Corporation, Finland"
"CHI","05","http://dx.doi.org/10.1145/1054972.1055023","The vacuum: facilitating the manipulation of distant objects","41 ","17","108","964","distance reaching; interaction styles","10","Anastasia Bezerianos, University of Toronto, Canada"
"CHI","05","http://dx.doi.org/10.1145/1054972.1055024","A comparison of techniques for multi-display reaching","37 ","20","159","1,604","co-located collaboration; interaction styles; tabletop interaction; ubiquitous computing","10","Miguel A. Nacenta, University of Saskatchewan, Saskatoon, SK, Canada; Dzmitry Aliakseyeu, Eindhoven University of Technology, Eindhoven, The Netherlands; Sriram Subramanian, University of Saskatchewan, Saskatoon, SK, Canada"
"CHI","05","http://dx.doi.org/10.1145/1054972.1055025","Extensible input handling in the subArctic toolkit","10 ","9","64","690","event handling; interaction techniques; user interfaces","10","Scott E. Hudson, Carnegie Mellon University, Pittsburgh, PA; Jennifer Mankoff, Carnegie Mellon University, Pittsburgh, PA"
"CHI","05","http://dx.doi.org/10.1145/1054972.1055027","Comparing usability problems and redesign proposals as input to practical systems development","16 ","10","69","2,702","empirical study; redesign; usability evaluation; user interfaces","10","Kasper Hornb&#230;k, University of Copenhagen, Copenhagen, Denmark"
"CHI","05","http://dx.doi.org/10.1145/1054972.1055028","A method to standardize usability metrics into a single score","31 ","42","307","4,348","benchmarking; measurement; six sigma; standardization","9",""
